name,state,place_type,subtype,favorite,lon,lat
Gore Creek,CO,camps,NF,FALSE,-106.275,39.627
Gore Pass,CO,camps,NF,FALSE,-106.56,40.074
Gothic,CO,camps,NF,FALSE,-107.006,38.982
Graham Creek,CO,camps,NF,FALSE,-107.54,37.391
Grand View,CO,camps,NF,FALSE,-105.772,40.503
Granite,CO,camps,NF,FALSE,-106.691,40.496
Grape Creek - Temple Canyon Park,CO,camps,CP,FALSE,-105.316,38.407
Green Mountain,CO,camps,NF,FALSE,-105.356,39.326
Green Ridge,CO,camps,NF,FALSE,-105.844,40.206
Greenhorn Meadows Park,CO,camps,CP,FALSE,-104.846,37.936
Grizzly Creek,CO,camps,NF,FALSE,-106.599,40.557
Guanella Pass,CO,camps,NF,FALSE,-105.716,39.613
Gypsum,CO,camps,BLM,FALSE,-106.952,39.651
Hahns Peak Lake,CO,camps,NF,FALSE,-106.997,40.84
Halfmoon,CO,camps,NF,FALSE,-106.432,39.501
Halfmoon East,CO,camps,NF,FALSE,-106.396,39.161
Halfmoon West,CO,camps,NF,FALSE,-106.397,39.158
Hall Valley,CO,camps,NF,FALSE,-105.805,39.483
Handcart,CO,camps,NF,FALSE,-105.802,39.482
Hansons Mill,CO,camps,NF,FALSE,-106.737,37.813
Happy Meadows,CO,camps,NF,FALSE,-105.362,39.015
Harvester Park,CO,camps,CP,FALSE,-102.624,40.646
Haviland Lake,CO,camps,NF,FALSE,-107.808,37.534
Hayden Creek,CO,camps,NF,FALSE,-105.823,38.33
Headquarters  - Yampa River State Park,CO,camps,SP,FALSE,-107.311,40.49
Heaton Bay,CO,camps,NF,FALSE,-106.078,39.604
Hecla Junction - Arkansas Headwaters State Rec Area,CO,camps,SP,FALSE,-106.052,38.653
Hermit Park Open Space,CO,camps,CP,FALSE,-105.464,40.335
Hidden Lakes,CO,camps,NF,FALSE,-106.608,40.507
Hidden Valley,CO,camps,NF,FALSE,-107.133,38.041
Hideaway Park,CO,camps,CP,FALSE,-105.784,39.919
Highline Lake State Park,CO,camps,SP,FALSE,-108.836,39.27
Highway Springs,CO,camps,NF,FALSE,-106.685,37.622
Himes Peak,CO,camps,NF,FALSE,-107.272,40.028
Hinman Park,CO,camps,NF,FALSE,-106.834,40.749
Hornsilver,CO,camps,NF,FALSE,-106.366,39.472
Horseshoe,CO,camps,NF,FALSE,-106.096,39.9
Horseshoe,CO,camps,NF,FALSE,-106.086,39.202
Horseshoe,CO,camps,NF,FALSE,-107.113,40.035
House Creek,CO,camps,NF,FALSE,-108.535,37.516
Hovenweep National Monument,CO,camps,NP,FALSE,-109.071,37.383
Hugo City Park,CO,camps,CP,FALSE,-103.471,39.134
Idlewild,CO,camps,NF,FALSE,-105.778,39.904
Indian Creek,CO,camps,NF,FALSE,-105.098,39.381
Inlet Bay - Horsetooth Reservoir,CO,camps,CP,FALSE,-105.161,40.527
Irish Canyon,CO,camps,BLM,FALSE,-108.734,40.826
Iron City,CO,camps,NF,FALSE,-106.338,38.709
Iron Springs,CO,camps,NF,FALSE,-108.164,38.317
Island Acres - James M. Robb - Colorado River State Park,CO,camps,SP,FALSE,-108.301,39.168
Island Lake,CO,camps,NF,FALSE,-108.011,39.032
Ivy Creek,CO,camps,NF,FALSE,-107,37.681
Jacks Gulch,CO,camps,NF,FALSE,-105.525,40.633
Jackson Creek,CO,camps,NF,FALSE,-105.089,39.251
Jackson Lake State Park,CO,camps,SP,FALSE,-104.093,40.385
Jefferson Creek,CO,camps,NF,FALSE,-105.853,39.433
Jumbo,CO,camps,NF,FALSE,-108.094,39.053
Junction Creek,CO,camps,NF,FALSE,-107.917,37.337
Juniper Breaks - Lake Pueblo State Park,CO,camps,SP,FALSE,-104.755,38.277
Juniper Canyon - Yampa River State Park,CO,camps,SP,FALSE,-107.953,40.47
Kelly Dahl,CO,camps,NF,FALSE,-105.498,39.932
Kelly Flats,CO,camps,NF,FALSE,-105.483,40.681
Kelsey,CO,camps,NF,FALSE,-105.265,39.306
Kenosha Pass,CO,camps,NF,FALSE,-105.761,39.414
Kiser Creek,CO,camps,NF,FALSE,-107.948,39.038
Kite Lake,CO,camps,NF,FALSE,-106.128,39.329
Kroeger,CO,camps,NF,FALSE,-108.077,37.376
La Vista - Lake Isabel,CO,camps,NF,FALSE,-105.059,37.984
Lake Creek,CO,camps,NF,FALSE,-105.662,38.265
Lake Fork,CO,camps,NF,FALSE,-106.477,37.309
Lake Fork - Curecanti Area,CO,camps,NRA,FALSE,-107.323,38.455
Lake Hasty - John Martin State Park,CO,camps,SP,FALSE,-102.933,38.075
Lake Irwin,CO,camps,NF,FALSE,-107.108,38.881
Lakeview - Almont,CO,camps,NF,FALSE,-106.58,38.818
Lakeview - Twin Lakes,CO,camps,NF,FALSE,-106.366,39.098
Lincoln Gulch,CO,camps,NF,FALSE,-106.695,39.117
Little Mattie,CO,camps,NF,FALSE,-106.806,39.378
Little Maud,CO,camps,NF,FALSE,-106.813,39.375
Lodgepole - Almont,CO,camps,NF,FALSE,-106.662,38.761
Lodgepole - Jefferson,CO,camps,NF,FALSE,-105.843,39.423
Lone Rock,CO,camps,NF,FALSE,-105.235,39.252
Long Draw,CO,camps,NF,FALSE,-105.767,40.515
Longs Peak - Rocky Mountain National Park,CO,camps,NP,FALSE,-105.559,40.275
Lost Lake,CO,camps,NF,FALSE,-107.208,38.87
Lost Man,CO,camps,NF,FALSE,-106.625,39.122
Lost Park,CO,camps,NF,FALSE,-105.507,39.285
Lost Trail,CO,camps,NF,FALSE,-107.349,37.768
Lottis Creek,CO,camps,NF,FALSE,-106.627,38.776
Lower Beaver Creek,CO,camps,NF,FALSE,-106.676,37.616
Lower Narrows,CO,camps,NF,FALSE,-105.431,40.691
Lower Piedra,CO,camps,NF,FALSE,-107.343,37.242
Lowry,CO,camps,NF,FALSE,-106.031,39.623
Luders Creek,CO,camps,NF,FALSE,-106.584,38.181
Lynx Pass,CO,camps,NF,FALSE,-106.699,40.078
Main - Mancos State Park,CO,camps,SP,FALSE,-108.27,37.4
Marshall Park,CO,camps,NF,FALSE,-106.986,37.789
Marvine,CO,camps,NF,FALSE,-107.426,40.007
Marys Lake - USBR,CO,camps,BOR,FALSE,-105.531,40.347
Matchless,CO,camps,NF,FALSE,-106.36,39.258
Matterhorn,CO,camps,NF,FALSE,-107.881,37.845
Mavreeso,CO,camps,NF,FALSE,-108.297,37.651
Maybell Bridge - Yampa River State Park,CO,camps,SP,FALSE,-108.033,40.501
Maybell City Park,CO,camps,CP,FALSE,-108.086,40.517
Mayqueen,CO,camps,NF,FALSE,-106.431,39.278
McClure,CO,camps,NF,FALSE,-107.872,38.059
McClure,CO,camps,NF,FALSE,-107.313,39.124
Mcdonald Flats,CO,camps,NF,FALSE,-106.238,39.851
Mcphee,CO,camps,NF,FALSE,-108.553,37.497
Meadow Lake,CO,camps,NF,FALSE,-107.543,39.817
Meadow Park,CO,camps,CP,FALSE,-105.274,40.223
Meadow Ridge,CO,camps,NF,FALSE,-104.986,38.978
Meadows,CO,camps,NF,FALSE,-106.724,40.373
Meeker City Park,CO,camps,CP,FALSE,-107.91,40.036
Meeker Park Overflow,CO,camps,NF,FALSE,-105.534,40.242
Meridian,CO,camps,NF,FALSE,-105.535,39.51
Michigan Creek,CO,camps,NF,FALSE,-105.883,39.411
Middle Mountain - Vallecito Reservoir,CO,camps,NF,FALSE,-107.536,37.409
Middle Quartz,CO,camps,NF,FALSE,-106.425,38.623
Mill Creek - Lake City,CO,camps,BLM,FALSE,-107.39,37.906
Miller Creek,CO,camps,NF,FALSE,-107.661,37.405
Miracle Rock,CO,camps,BLM,FALSE,-108.872,38.981
Miramonte Reservoir - SWA,CO,camps,SFW,FALSE,-108.334,37.975
Mirror Lake - Almont,CO,camps,NF,FALSE,-106.432,38.747
Missile Site Park,CO,camps,CP,FALSE,-104.863,40.43
Mix Lake,CO,camps,NF,FALSE,-106.547,37.358
Mizpah,CO,camps,NF,FALSE,-105.792,39.776
Mogote,CO,camps,NF,FALSE,-106.235,37.065
Molas Lake Public Park,CO,camps,CP,FALSE,-107.683,37.749
Mollie B,CO,camps,NF,FALSE,-106.81,39.375
Molly Brown,CO,camps,NF,FALSE,-106.353,39.264
Molly Gulch,CO,camps,NF,FALSE,-105.344,39.194
Monarch Park,CO,camps,NF,FALSE,-106.325,38.516
Monument Lake Park,CO,camps,CP,FALSE,-105.047,37.207
Moraine Park,CO,camps,NP,FALSE,-105.6,40.358
Morefield - Mesa Verde National Park,CO,camps,NP,FALSE,-108.42,37.302
Mosca,CO,camps,NF,FALSE,-106.71,38.86
Mount Princeton,CO,camps,NF,FALSE,-106.224,38.714
Mountain Park,CO,camps,NF,FALSE,-105.467,40.682
Mud Springs,CO,camps,BLM,FALSE,-108.739,38.905
Mueller State Park,CO,camps,SP,FALSE,-105.164,38.89
Narrows,CO,camps,NF,FALSE,-105.431,40.691
Navajo State Park,CO,camps,SP,FALSE,-107.418,37.004
Needle Creek Reservoir,CO,camps,NF,FALSE,-106.56,38.353
North Bank,CO,camps,NF,FALSE,-106.758,38.73
North Canyon - Vallecito Reservoir,CO,camps,NF,FALSE,-107.539,37.394
North Clear Creek,CO,camps,NF,FALSE,-107.139,37.836
North Cove - Bonny Lake State Park,CO,camps,SP,FALSE,-102.185,39.638
North Crestone Creek,CO,camps,NF,FALSE,-105.689,38.016
North Fork,CO,camps,NF,FALSE,-107.434,40.059
North Fork Poudre,CO,camps,NF,FALSE,-105.71,40.814
North Fork Reservoir,CO,camps,NF,FALSE,-106.32,38.612
North Fruita Desert,CO,camps,BLM,FALSE,-108.702,39.331
North Michigan - State Forest State Park,CO,camps,SP,FALSE,-105.997,40.553
North Rim - Gunnison National Park,CO,camps,NP,FALSE,-107.709,38.586
North Sterling State Park,CO,camps,SP,FALSE,-103.265,40.796
Northern Plains - Lake Pueblo State Park,CO,camps,SP,FALSE,-104.78,38.275
Oak Creek,CO,camps,NF,FALSE,-105.269,38.296
Oak Point - Vega State Park,CO,camps,SP,FALSE,-107.789,39.231
Ohaver Lake,CO,camps,NF,FALSE,-106.143,38.428
Old Timers - Vallecito Reservoir,CO,camps,NF,FALSE,-107.56,37.377
Olive Ridge,CO,camps,NF,FALSE,-105.523,40.208
One Mile,CO,camps,NF,FALSE,-106.759,38.728
Ophir Creek,CO,camps,NF,FALSE,-105.107,38.061
Osprey,CO,camps,NF,FALSE,-105.177,39.349
Ouzel,CO,camps,NF,FALSE,-105.188,39.32
Painted Rocks,CO,camps,NF,FALSE,-105.105,39.084
Palisade - South Fork,CO,camps,NF,FALSE,-106.765,37.751
Palisades Senior RV Park,CO,camps,CP,FALSE,-106.946,38.547
Paonia State Park,CO,camps,SP,FALSE,-107.348,38.987
Park Creek - South Fork,CO,camps,NF,FALSE,-106.729,37.592
Parry Peak,CO,camps,NF,FALSE,-106.41,39.068
Pawnee,CO,camps,NF,FALSE,-105.569,40.079
Peaceful Valley,CO,camps,NF,FALSE,-105.506,40.131
Peak One,CO,camps,NF,FALSE,-106.071,39.584
Pearl Lake State Park,CO,camps,SP,FALSE,-106.892,40.789
Penitente Canyon,CO,camps,BLM,FALSE,-106.282,37.843
Peregrine Pines Military - USAF Academy,CO,camps,MIL,FALSE,-104.84,39.006
Pine Cove,CO,camps,NF,FALSE,-106.069,39.588
Pine Point - Vallecito Reservoir,CO,camps,NF,FALSE,-107.535,37.4
Pine River,CO,camps,NF,FALSE,-107.505,37.447
Pines,CO,camps,NF,FALSE,-106.008,40.492
Pinewood Reservoir,CO,camps,CP,FALSE,-105.283,40.364
Pinon - Lathrop State Park,CO,camps,SP,FALSE,-104.831,37.617
Pinyon Flats - Sand Dunes National Monument,CO,camps,NM,FALSE,-105.505,37.745
Pioneer - Vega State Park,CO,camps,SP,FALSE,-107.813,39.212
Pioneer Park,CO,camps,CP,FALSE,-106.103,40.079
Pioneer Park,CO,camps,CP,FALSE,-103.246,40.626
Pitkin,CO,camps,NF,FALSE,-106.5,38.61
Platte River,CO,camps,NF,FALSE,-105.204,39.294
Point - John Martin State Park,CO,camps,SRA,FALSE,-102.959,38.085
Ponderosa - Curecanti Area,CO,camps,NP,FALSE,-107.303,38.521
Portal,CO,camps,NF,FALSE,-106.612,39.076
Poso,CO,camps,NF,FALSE,-106.427,37.908
Prairie Point,CO,camps,NF,FALSE,-106.232,39.843
Prospector,CO,camps,NF,FALSE,-106.043,39.6
Pumphouse,CO,camps,BLM,FALSE,-106.492,39.996
Purgatoire,CO,camps,NF,FALSE,-105.11,37.253
Purgatory,CO,camps,NF,FALSE,-107.807,37.629
Quartz,CO,camps,NF,FALSE,-106.469,38.638
Rabbit Valley,CO,camps,BLM,FALSE,-109.021,39.172
Railroad Bridge - Arkansas Headwaters State Rec Area,CO,camps,SP,FALSE,-106.142,38.869
Rainbow Lakes,CO,camps,NF,FALSE,-105.571,40.01
Rangely Camper Park,CO,camps,CP,FALSE,-108.789,40.089
Ranger Lakes - State Forest State Park,CO,camps,SP,FALSE,-105.971,40.503
Red Bridge,CO,camps,BLM,FALSE,-107.225,38.322
Red Creek - Curecanti Area,CO,camps,NRA,FALSE,-107.23,38.479
Redstone,CO,camps,NF,FALSE,-107.229,39.201
Reverends Ridge - Golden Gate State Park,CO,camps,SP,FALSE,-105.45,39.878
Ridgway State Park,CO,camps,SP,FALSE,-107.736,38.214
Rifle Falls State Park,CO,camps,SP,FALSE,-107.699,39.676
Rifle Gap State Park,CO,camps,SP,FALSE,-107.751,39.633
Rifle Mountain County Park,CO,camps,CP,FALSE,-107.687,39.731
Rincon - Arkansas Headwaters State Rec Area,CO,camps,SP,FALSE,-105.877,38.473
Rio Blanco Lake Area - SWA,CO,camps,SFW,FALSE,-108.21,40.092
Rio Grande,CO,camps,NF,FALSE,-107.012,37.763
Rito Hondo,CO,camps,NF,FALSE,-107.177,37.891
River Hill,CO,camps,NF,FALSE,-107.23,37.73
Rivers End,CO,camps,NF,FALSE,-106.569,38.858
Riverside,CO,camps,NF,FALSE,-105.375,38.96
Riverside RV Park,CO,camps,CP,FALSE,-103.8,40.267
Road Canyon,CO,camps,NF,FALSE,-107.193,37.755
Robbers Roost,CO,camps,NF,FALSE,-105.756,39.834
Rock Creek - Monte Vista,CO,camps,NF,FALSE,-106.332,37.469
Rosy Lane,CO,camps,NF,FALSE,-106.747,38.731
Round Mountain,CO,camps,NF,FALSE,-105.433,39.03
Ruby Mountain - Arkansas Headwaters State Rec Area,CO,camps,SP,FALSE,-106.073,38.754
Saddlehorn - Colorado National Monument,CO,camps,NM,FALSE,-108.732,39.121
San Luis State Park,CO,camps,SP,FALSE,-105.735,37.668
Sawmill Creek,CO,camps,NF,FALSE,-107.331,40.758
Sawmill Gulch,CO,camps,NF,FALSE,-106.057,40.228
Seedhouse,CO,camps,NF,FALSE,-106.768,40.774
Selkirk,CO,camps,NF,FALSE,-105.951,39.372
Sheriffs Reservoir,CO,camps,NF,FALSE,-107.138,40.142
Sig Creek,CO,camps,NF,FALSE,-107.884,37.634
Silver Bar,CO,camps,NF,FALSE,-106.884,39.158
Silver Bell,CO,camps,NF,FALSE,-106.895,39.143
Silver Dollar,CO,camps,NF,FALSE,-106.354,39.26
Silver Jack,CO,camps,NF,FALSE,-107.538,38.236
Silver Queen,CO,camps,NF,FALSE,-106.901,39.13
Silver Thread,CO,camps,NF,FALSE,-107.156,37.828
Sleeping Elephant,CO,camps,NF,FALSE,-105.774,40.683
Slumgullion,CO,camps,NF,FALSE,-107.225,37.985
Snowblind,CO,camps,NF,FALSE,-106.415,38.521
Snowslide,CO,camps,NF,FALSE,-108.08,37.363
Soap Creek,CO,camps,NF,FALSE,-107.316,38.547
South Bay - Horsetooth Reservoir,CO,camps,CP,FALSE,-105.154,40.509
South Beach - Yampa River State Park,CO,camps,SP,FALSE,-107.554,40.495
South Fork,CO,camps,NF,FALSE,-106.029,39.796
South Fork,CO,camps,NF,FALSE,-107.534,39.867
South Meadows,CO,camps,NF,FALSE,-105.092,39.065
South Mineral,CO,camps,NF,FALSE,-107.775,37.806
South Rim - Gunnison National Park,CO,camps,NP,FALSE,-107.688,38.544
South Shore - Trinidad Lake State Park,CO,camps,SP,FALSE,-104.564,37.133
Southside - Lake Isabel,CO,camps,NF,FALSE,-105.056,37.983
Spectacle Lake,CO,camps,NF,FALSE,-106.439,37.168
Spillway,CO,camps,NF,FALSE,-105.469,38.907
Spring Creek,CO,camps,NF,FALSE,-106.767,38.75
Springdale,CO,camps,NF,FALSE,-105.022,38.998
Springer Gulch,CO,camps,NF,FALSE,-105.429,38.93
Spruce,CO,camps,NF,FALSE,-107.117,38.047
Spruce Grove - Lake George,CO,camps,NF,FALSE,-105.462,39.138
Spruce Grove - Mesa,CO,camps,NF,FALSE,-108.083,39.05
St. Charles,CO,camps,NF,FALSE,-105.066,37.981
St. Louis Creek,CO,camps,NF,FALSE,-105.861,39.923
St. Vrain State Park,CO,camps,SP,FALSE,-104.999,40.161
Stagecoach State Park,CO,camps,SP,FALSE,-106.866,40.285
Standley Lake,CO,camps,CP,FALSE,-105.127,39.875
Steamboat Lake State Park,CO,camps,SP,FALSE,-106.964,40.814
Stevens Creek - Curecanti Recreation Area,CO,camps,NRA,FALSE,-107.092,38.487
Stillwater,CO,camps,NF,FALSE,-105.887,40.18
Stone Cellar,CO,camps,NF,FALSE,-106.677,38.019
Storm King,CO,camps,NF,FALSE,-106.431,37.959
Stove Prairie,CO,camps,NF,FALSE,-105.396,40.684
Stunner,CO,camps,NF,FALSE,-106.574,37.378
Sugar Loaf,CO,camps,NF,FALSE,-106.023,39.789
Summit Lake,CO,camps,NF,FALSE,-106.684,40.545
Sunset Point,CO,camps,NF,FALSE,-105.876,40.147
Sunshine,CO,camps,NF,FALSE,-107.89,37.889
Supply Basin,CO,camps,NF,FALSE,-107.32,39.759
Sweetwater Lake,CO,camps,NF,FALSE,-107.161,39.797
Swinging Bridge - Browns Wildlife Area,CO,camps,SFW,FALSE,-109.039,40.836
Sylvan Lake State Park,CO,camps,SP,FALSE,-106.734,39.48
Tabor,CO,camps,NF,FALSE,-106.356,39.275
Target Tree,CO,camps,NF,FALSE,-108.187,37.341
Taylor Canyon,CO,camps,NF,FALSE,-106.766,38.727
Teal,CO,camps,NF,FALSE,-107.229,37.51
Teal Lake,CO,camps,NF,FALSE,-106.605,40.585
Telluride Town Park,CO,camps,CP,FALSE,-107.806,37.935
The Crags - State Forest State Park,CO,camps,SP,FALSE,-105.89,40.502
The Gate,CO,camps,BLM,FALSE,-107.259,38.248
Thirtymile,CO,camps,NF,FALSE,-107.258,37.724
Thistledown,CO,camps,NF,FALSE,-107.694,38.002
Three Forks,CO,camps,NF,FALSE,-107.694,39.764
Thunder Ridge,CO,camps,NF,FALSE,-104.983,38.977
Tigiwon,CO,camps,NF,FALSE,-106.422,39.523
Timber Creek - Rocky Mountain National Park,CO,camps,NP,FALSE,-105.852,40.379
Tom Bennett,CO,camps,NF,FALSE,-105.583,40.575
Trail Creek,CO,camps,NF,FALSE,-105.179,39.119
Transfer,CO,camps,NF,FALSE,-108.209,37.468
Transfer Park,CO,camps,NF,FALSE,-107.681,37.462
Trappers Lake,CO,camps,NF,FALSE,-107.24,39.993
Trout Creek,CO,camps,NF,FALSE,-107.096,40.241
Trujillo Meadows,CO,camps,NF,FALSE,-106.449,37.047
Tucker Ponds,CO,camps,NF,FALSE,-106.761,37.494
Tunnel,CO,camps,NF,FALSE,-105.858,40.674
Turkey Creek Military - Fort Carson,CO,camps,MIL,FALSE,-104.882,38.609
Twin Eagles,CO,camps,NF,FALSE,-105.478,39.153
Twin Lake,CO,camps,NF,FALSE,-107.842,39.065
Twin Peaks,CO,camps,NF,FALSE,-106.421,39.067
Union Reservoir,CO,camps,CP,FALSE,-105.047,40.174
Upper Beaver Creek,CO,camps,NF,FALSE,-106.677,37.606
Upper Colorado Rec Area,CO,camps,BLM,FALSE,-107.071,39.663
Upper Narrows,CO,camps,NF,FALSE,-105.431,40.691
Ute,CO,camps,NF,FALSE,-107.273,37.215
Vallecito,CO,camps,NF,FALSE,-107.547,37.478
Vaughn Lake,CO,camps,NF,FALSE,-107.261,40.134
Wagon Wheel - Bonny Lake State Park,CO,camps,SP,FALSE,-102.185,39.608
Walton Creek,CO,camps,NF,FALSE,-106.685,40.381
Ward Lake,CO,camps,NF,FALSE,-107.979,39.04
Weir and Johnson,CO,camps,NF,FALSE,-107.831,39.066
Weller,CO,camps,NF,FALSE,-106.72,39.121
West - Mancos State Park,CO,camps,SP,FALSE,-108.265,37.409
West Chicago Creek,CO,camps,NF,FALSE,-105.657,39.679
West Dolores,CO,camps,NF,FALSE,-108.276,37.66
West Fork,CO,camps,NF,FALSE,-106.903,37.445
West Lake,CO,camps,NF,FALSE,-105.568,40.79
Weston Pass,CO,camps,NF,FALSE,-106.136,39.078
White Owl,CO,camps,NF,FALSE,-107.3,39.747
White Star,CO,camps,NF,FALSE,-106.367,39.09
Whiteside,CO,camps,NF,FALSE,-105.694,39.482
Wigwam,CO,camps,NF,FALSE,-105.266,39.242
Wildhorn,CO,camps,NF,FALSE,-105.253,39.055
Williams Creek,CO,camps,NF,FALSE,-107.336,37.922
Williams Creek - Pagosa Springs,CO,camps,NF,FALSE,-107.224,37.495
Williams Fork Reservoir - SWA,CO,camps,SFW,FALSE,-106.217,40.009
Willow Creek,CO,camps,NF,FALSE,-105.951,40.144
Willows,CO,camps,NF,FALSE,-106.309,39.889
Wolcott,CO,camps,BLM,FALSE,-106.676,39.7
Wolf Creek,CO,camps,NF,FALSE,-106.887,37.441
Woods Lake,CO,camps,NF,FALSE,-108.055,37.885
Wupperman,CO,camps,CP,FALSE,-107.287,37.973
Wye,CO,camps,NF,FALSE,-104.94,38.737
Yeoman Park,CO,camps,NF,FALSE,-106.678,39.502
Yucca - Lathrop State Park,CO,camps,SP,FALSE,-104.833,37.601
Aeroplane Mesa,NM,camps,NF,FALSE,-108.442,33.418
Agua Piedra,NM,camps,NF,FALSE,-105.529,36.135
Aguirre Springs,NM,camps,BLM,FALSE,-106.56,32.372
Alamo Peak Road,NM,camps,NF,FALSE,-105.812,32.873
Angel Peak,NM,camps,BLM,FALSE,-107.872,36.56
Angostura,NM,camps,NF,FALSE,-105.483,36.107
Apache,NM,camps,NF,FALSE,-105.729,32.967
Apache Creek,NM,camps,NF,FALSE,-108.623,33.832
Armijo Springs,NM,camps,NF,FALSE,-108.566,34.091
Aspen Basin,NM,camps,NF,FALSE,-105.805,35.794
Bear Canyon,NM,camps,NF,FALSE,-111.731,39.788
Ben Lilly,NM,camps,NF,FALSE,-108.593,33.397
River Bluff,AR,camps,NF,FALSE,-93.625,34.64
Big Arsenic Springs - Wild Rivers Rec Area,NM,camps,BLM,FALSE,-105.681,36.676
Big Horn,NM,camps,NF,FALSE,-108.887,33.324
Big Tesuque,NM,camps,NF,FALSE,-105.809,35.769
Black Canyon,NM,camps,NF,FALSE,-105.837,35.726
Black Canyon Upper,NM,camps,NF,FALSE,-108.033,33.185
Bluewater Lake State Park,NM,camps,SP,FALSE,-108.107,35.302
Borrego Mesa,NM,camps,NF,FALSE,-105.773,35.979
Bosque,NM,camps,NF,FALSE,-106.404,34.763
Bottomless Lakes State Park,NM,camps,SP,FALSE,-104.338,33.344
Brantley Lake State Park,NM,camps,SP,FALSE,-104.381,32.564
Buzzard Park,NM,camps,NF,FALSE,-107.217,36.881
Caballo Lake State Park,NM,camps,SP,FALSE,-107.312,32.907
Cabresto Lake,NM,camps,NF,FALSE,-105.498,36.748
Calaveras,NM,camps, ,FALSE,-106.709,35.93
Camp Asaayi,NM,camps,RES,FALSE,-108.93,35.98
Canjilon Lakes,NM,camps,NF,FALSE,-106.344,36.549
Capilla,NM,camps,NF,FALSE,-106.402,34.698
Capulin,NM,camps,NF,FALSE,-105.48,36.37
Cebolla Mesa,NM,camps,NF,FALSE,-105.689,36.64
Chaparral City Park,NM,camps,CP,FALSE,-103.337,32.939
Cherry Creek,NM,camps,NF,FALSE,-108.225,32.915
Chicosa Lake State Park,NM,camps,SP,FALSE,-104.156,36.035
Cimarron,NM,camps,NF,FALSE,-105.205,36.77
Cimarron Canyon State Park,NM,camps,SP,FALSE,-105.134,36.546
City of Rocks State Park,NM,camps,SP,FALSE,-107.976,32.59
Clayton Lake State Park,NM,camps,SP,FALSE,-103.301,36.573
Clear Creek,NM,camps,NF,FALSE,-106.828,35.997
Coalmine Canyon,NM,camps,NF,FALSE,-107.701,35.233
Cochiti - Cochiti Lake,NM,camps,COE,FALSE,-106.333,35.642
Columbine,NM,camps,NF,FALSE,-105.514,36.68
Comales,NM,camps,NF,FALSE,-105.59,36.161
Coronado,NM,camps,CP,FALSE,-106.558,35.329
Cottonwood,NM,camps,NF,FALSE,-108.893,33.619
Cottonwood - Navajo Lake State Park,NM,camps,SP,FALSE,-107.677,36.811
Cove - Quemado Lake,NM,camps,NF,FALSE,-108.491,34.137
Cow Creek,NM,camps,NF,FALSE,-105.64,35.671
Cowles,NM,camps,NF,FALSE,-105.664,35.813
Coyote Creek State Park,NM,camps,SP,FALSE,-105.233,36.188
Cuchillo,NM,camps,NF,FALSE,-105.533,36.56
Dark Canyon Dispersed,NM,camps,BLM,FALSE,-104.346,32.294
Datil Well,NM,camps,BLM,FALSE,-107.858,34.155
Deerhead,NM,camps,NF,FALSE,-105.743,32.944
Dipping Vat,NM,camps,NF,FALSE,-108.498,33.422
Dunes OHV Vehicle RA,NM,camps,BLM,FALSE,-108.241,36.707
Duran,NM,camps,NF,FALSE,-105.477,36.135
Eagle Creek Lakes,NM,camps,RES,FALSE,-105.753,33.389
Echo Amphitheater,NM,camps,NF,FALSE,-106.526,36.36
El Aguaje - Wild Rivers Rec Area,NM,camps,BLM,FALSE,-105.673,36.666
El Caso - Quemado Lake,NM,camps,NF,FALSE,-108.471,34.138
El Morro National Monument,NM,camps,NM,FALSE,-108.336,35.037
El Porvenir,NM,camps,NF,FALSE,-105.412,35.71
El Rito,NM,camps,NF,FALSE,-106.254,36.402
El Vado Lake State Park,NM,camps,SP,FALSE,-106.738,36.614
Elephant Butte Lake State Park,NM,camps,SP,FALSE,-107.209,33.181
Elephant Rock,NM,camps,NF,FALSE,-105.449,36.708
Escondida Lake Park,NM,camps,CP,FALSE,-106.89,34.124
EV Long,NM,camps,NF,FALSE,-105.421,35.698
Fawn Lakes,NM,camps,NF,FALSE,-105.458,36.706
Fenton Lake State Park,NM,camps,SP,FALSE,-106.728,35.884
Field Tract,NM,camps,NF,FALSE,-105.695,35.688
Forks,NM,camps,NF,FALSE,-108.207,33.184
Fourth Of July,NM,camps,NF,FALSE,-106.382,34.793
Gallinas - Lower,NM,camps,NF,FALSE,-107.844,32.887
Gallinas - Upper,NM,camps,NF,FALSE,-107.823,32.9
Gallo - Chaco Culture National Park,NM,camps,NP,FALSE,-107.86,36.051
Glorieta,NM,camps,NF,FALSE,-105.799,35.652
Goat Hill,NM,camps,NF,FALSE,-105.541,36.689
Grapevine,NM,camps,NF,FALSE,-108.206,33.179
Hackberry Lake OHV,NM,camps,BLM,FALSE,-103.969,32.57
Harry McAdams Park,NM,camps,CP,FALSE,-103.208,32.77
Haystack Mt OHV Area,NM,camps,BLM,FALSE,-104.183,33.674
Head Of Ditch,NM,camps,NF,FALSE,-108.991,33.818
Heron Lake State Park,NM,camps,SP,FALSE,-106.657,36.694
Hillsboro City RV Park,NM,camps,CP,FALSE,-107.57,32.921
Hodges,NM,camps,NF,FALSE,-105.639,36.114
Holloman AFB Military,NM,camps,MIL,FALSE,-106.073,32.831
Holy Ghost,NM,camps,NF,FALSE,-105.701,35.773
Holy Ghost,NM,camps,RES,FALSE,-106.922,35.721
Hoosier Canyon,NM,camps,NF,FALSE,-105.625,32.762
