"lat","lon","open","sites","elev"
"52.90800","-115.38300"," ","8","3129"
"53.09600","-111.77200","mid may-late sep","20"," "
"50.84400","-115.16900"," ","51","5077"
"52.36100","-114.37400"," ","30"," "
"52.76100","-110.46400","mid may-mid oct","10"," "
"53.58800","-116.41200","all year","55"," "
"50.27600","-112.04600","mid apr-late oct","20"," "
"52.05400","-115.64700"," ","13","4836"
"53.86600","-110.90300","mid may-late sep","10"," "
"52.94700","-116.10500"," ","16","3682"
"53.94400","-114.30100","mid may-mid oct","335"," "
"54.02300","-110.91300","mid may-mid sep","10"," "
"51.65200","-114.49800","mid may-mid oct","100"," "
"49.65100","-110.28700"," ","80","4016"
"50.66200","-115.11000"," ","130","5623"
"51.99200","-113.20100","mid may-mid oct","25"," "
"50.83400","-111.93700","mid may-mid sep","60"," "
"53.73700","-117.11700"," ","13","3320"
"50.16200","-112.43700","mid may-mid oct","150"," "
"56.20100","-110.91300"," ","12","1880"
"54.54400","-110.33400"," ","12","1779"
"50.32900","-114.62800"," ","61","5398"
"52.97200","-116.57900"," ","39","4317"
"55.72500","-117.19600","mid may-late sep","30"," "
"51.62300","-114.72600"," ","34","4156"
"51.49500","-115.06900"," ","62","4928"
"55.31000","-114.06100"," ","58","2018"
"49.64900","-110.29600"," ","50","4016"
"52.76800","-112.97600","mid may-mid sep","20"," "
"53.45700","-116.74800"," ","41","3214"
"56.30400","-117.90500"," ","20","2266"
"49.66200","-110.31400"," ","99","4016"
"52.68000","-111.35900"," ","10"," "
"52.45200","-116.14600"," ","91","4493"
"50.79000","-114.58500"," ","30","4882"
"54.21200","-111.62400","mid may-late aug","40"," "
"49.47900","-111.45400","mid apr-mid oct","30"," "
"54.55200","-113.66600","mid may-mid sep","70"," "
"54.47700","-111.56200","mid may-mid sep","45"," "
"58.40800","-116.12400"," ","10"," "
"51.32500","-113.60800","mid may-late sep","30"," "
"54.39800","-116.81000","mid may-mid sep","30"," "
"51.66400","-112.01200","mid may-late sep","65"," "
"54.25600","-111.00800"," ","60","1770"
"51.49900","-113.51100","mid may-mid oct","25"," "
"54.70000","-115.52700","mid may-mid oct","5"," "
"54.57200","-115.40400"," "," ","2860"
"54.43500","-110.02700"," ","10","1906"
"54.18300","-111.74500"," ","61","2041"
"50.03700","-110.72300","mid may-mid sep","95"," "
"51.39500","-115.02700"," ","170","4930"
"51.39500","-115.02700"," "," ","4930"
"54.89300","-113.60900","mid may-mid sep","5"," "
"51.22100","-114.71900"," ","100","3921"
"52.44600","-116.19000"," ","44","4567"
"52.11800","-110.75900"," ","82","2302"
"50.91400","-114.63400"," ","83","4455"
"49.65000","-110.02600"," "," ","4016"
"53.90100","-119.13900","mid may-mid oct","75"," "
"55.18100","-118.82000","mid may-mid sep","60"," "
"53.49200","-117.80300"," ","12","3802"
"50.45700","-114.42600"," ","13","4441"
"51.79500","-114.63900","mid may-mid sep","30"," "
"53.53300","-117.80600"," ","164","3759"
"56.48500","-111.18500"," ","140","1623"
"54.38000","-119.74500"," ","32","3774"
"56.42300","-111.37000"," ","56","1686"
"54.30100","-112.55700"," ","30","2209"
"51.64700","-111.91700","mid may-late sep","40"," "
"52.67200","-111.32400","mid may-mid oct","50"," "
"52.50300","-115.91700"," ","17","4175"
"56.11700","-116.82600","mid may-mid oct","15"," "
"50.67600","-114.27700","mid may-mid oct","20"," "
"55.50800","-116.00200"," ","189","1968"
"53.40800","-117.57300","mid may-late sep","40"," "
"53.23500","-112.22900","all year","10"," "
"55.25800","-119.48700","mid may-mid oct","25"," "
"52.56000","-117.68300"," ","35","4624"
"54.66600","-112.64700","mid may-mid sep","60"," "
"52.39600","-115.31200"," ","12","3409"
"53.57300","-116.68500"," ","33","3081"
"52.22300","-111.73500","mid may-mid sep","20"," "
"55.33100","-119.55300","all year","25"," "
"50.24200","-114.36200"," ","38","4864"
"53.36300","-111.52300","mid may-mid sep","50"," "
"50.62700","-115.13000"," ","48","5503"
"54.46200","-116.80200"," "," ","2560"
"52.91800","-111.23300","mid may-mid oct","50"," "
"53.99500","-111.30600","mid may-mid oct","45"," "
"54.59700","-111.55000"," ","20","2031"
"54.85000","-113.51300","mid may-mid sep","10"," "
"49.62900","-114.67300"," ","41"," "
"54.79200","-113.10800","mid may-mid sep","35"," "
"52.50400","-115.57000"," ","5","3767"
"51.94100","-114.51900"," ","8","3494"
"51.82000","-115.18900"," ","17","4376"
"52.34500","-114.08200"," ","169","3183"
"53.44800","-117.79900"," ","24","3791"
"53.71000","-115.99300","mid may-mid sep","25"," "
"52.72100","-113.07700","mid may-mid sep","65"," "
"51.24300","-115.84200"," ","132","4718"
"52.41800","-117.38800"," ","25","5400"
"54.42100","-118.55400"," ","14","2609"
"54.03700","-110.90400"," ","38","1786"
"51.69300","-113.54900","mid may-late aug","50"," "
"52.78800","-111.86800","mid may-mid sep","20"," "
"50.44500","-111.89600"," ","169","2516"
"52.69700","-110.14700","mid may-mid oct","10"," "
"53.28200","-117.77600"," ","10","3789"
"53.33900","-110.33100","mid may-mid sep","20"," "
"50.57100","-111.87400","all year","15"," "
"57.97300","-117.13000","mid may-late sep","100"," "
"53.80600","-111.31600","mid may-late aug","25"," "
"51.05200","-115.16500"," ","28","4271"
"51.40900","-116.17000"," ","206","5025"
"51.41700","-116.17700"," ","189","5052"
"50.56500","-112.91800"," ","100","2857"
"52.46300","-113.93700"," ","256","2966"
"49.66100","-110.29200"," ","30","4016"
"54.99100","-113.66100"," ","13","2104"
"53.25100","-113.51300","mid apr-mid oct","110"," "
"49.19300","-113.30800"," ","55"," "
"53.79300","-114.63800","mid may-late sep","50"," "
"55.44300","-114.82100"," ","113","2151"
"51.59100","-113.49100","all year","10"," "
"50.23100","-112.92800"," ","205","2849"
"50.19400","-112.65700"," ","25","2796"
"50.79600","-114.85700"," ","94","5334"
"51.37400","-112.20100"," ","14","2982"
"53.68900","-116.79900"," ","8","3354"
"50.10200","-114.44200"," ","22","5526"
"49.64300","-110.30700"," ","49","4016"
"54.47200","-113.81300","mid may-mid sep","35"," "
"53.79500","-116.16500","mid may-mid sep","15"," "
"54.43800","-112.76700"," ","220","2100"
"53.06500","-116.81900"," ","17","4583"
"49.36200","-113.11200"," ","100","3683"
"50.63100","-115.12100"," ","104","5509"
"49.58600","-114.20000"," ","65"," "
"49.45300","-114.41300"," ","40"," "
"58.32800","-116.57500"," ","19"," "
"56.92300","-117.63000","mid may-late sep","10"," "
"53.30700","-117.70600","mid may-mid oct","15"," "
"49.80000","-114.15200"," ","10"," "
"53.93700","-115.14000","mid apr-mid oct","30"," "
"55.11100","-118.75400","mid may-mid sep","75"," "
"50.88900","-114.68000"," ","170","4703"
"53.29800","-117.27600"," ","22","3839"
"52.75100","-114.74300"," ","49","3265"
"50.77300","-114.57500"," ","15","4717"
"52.46300","-113.75700","mid may-mid oct","55"," "
"51.58300","-112.53700","mid may-mid oct","20"," "
"53.36000","-116.05100","mid may-mid oct","10"," "
"53.24600","-112.87300"," ","276","2536"
"52.21500","-115.00800"," ","5","3443"
"54.36000","-119.79500"," ","30","4329"
"54.18400","-112.34700","mid apr-mid oct","10"," "
"55.88400","-119.21800"," ","110","2349"
"54.27300","-110.93100"," ","59","1811"
"51.63200","-116.33200"," ","32","6000"
"52.86900","-113.96700","mid may-late sep","30"," "
"52.63400","-117.86500"," ","42","4007"
"50.62000","-115.12700"," ","44","5542"
"54.15200","-113.87300","mid may-mid oct","20"," "
"54.19200","-110.65900","mid may-mid sep","95"," "
"54.56000","-118.64100"," ","69","2991"
"54.61800","-113.61100","mid may-mid sep","10"," "
"54.65300","-112.50400"," ","135","2047"
"52.03900","-114.26500"," ","30","3110"
"50.75400","-114.54300"," ","24","4457"
"51.39500","-115.02700"," ","170","4930"
"51.39500","-115.02700"," "," ","4930"
"55.98600","-113.89300","mid may-late aug","35"," "
"57.28100","-117.19500"," ","19"," "
"53.54700","-117.14300"," ","7","3503"
"49.65400","-110.29500"," ","19","4016"
"49.95000","-114.44000"," ","10"," "
"49.71900","-113.45100"," ","40","3109"
"56.31600","-119.89200"," ","16","2388"
"51.34600","-110.47400","mid may-mid oct","25"," "
"50.88400","-114.70700"," ","98","4652"
"49.80700","-112.92500"," ","40","3075"
"49.10500","-113.63800"," ","46","4400"
"52.52300","-112.82700","mid may-mid sep","60"," "
"52.93500","-116.56700"," ","20","4271"
"53.93300","-114.46000"," ","132","2328"
"52.04100","-115.70600"," ","16","5154"
"50.95900","-110.00900","mid may-mid oct","10"," "
"52.10100","-114.96800"," ","21","3704"
"53.90400","-118.59200"," ","83","4137"
"52.96300","-114.00600"," ","300","2817"
"49.48600","-113.94200","mid may-mid oct","20"," "
"50.13500","-113.73100"," ","140","3438"
"54.37900","-119.76100"," ","24","3678"
"59.55600","-112.26700"," "," "," "
"54.65100","-111.47800"," ","70","1968"
"55.06600","-119.10300","mid may-mid oct","100"," "
"53.19600","-117.90800"," ","140","3666"
"49.00900","-113.47500"," "," ","4627"
"52.24900","-115.30500"," ","50","3875"
"51.45900","-111.82700","mid may-late sep","75"," "
"51.32600","-116.03600"," ","89","4873"
"56.21900","-117.69400"," ","56","2141"
"49.83300","-114.42400"," ","38"," "
"52.09200","-115.83200"," ","54","5295"
"52.04000","-116.86500"," ","50","4742"
"52.09100","-114.50200"," ","8","3188"
"52.75600","-113.08700","mid may-mid sep","20"," "
"51.65100","-115.27900"," ","64","4777"
"51.94800","-114.24400"," ","105","3129"
"49.66700","-110.10600"," ","10","4037"
"49.66000","-110.09800"," ","40","4016"
"52.96700","-115.59400"," ","33","3213"
"51.93100","-114.02600","mid may-mid oct","20"," "
"52.99500","-110.85600","mid may-mid sep","105"," "
"52.46200","-112.89200"," ","69","2563"
"53.47200","-118.23800"," ","93","4566"
"51.23600","-113.14100","all year","30"," "
"53.27700","-110.08800","mid apr-late oct","75"," "
"53.81800","-110.48600"," ","65","1930"
"54.11100","-114.40200","mid may-mid oct","20"," "
"50.63700","-114.53100"," ","98","4694"
"53.67800","-112.83100"," "," ","2335"
"53.86900","-111.85900","mid may-late sep","35"," "
"50.73200","-110.07800","mid may-mid oct","15"," "
"53.89000","-114.91000","mid may-late sep","20"," "
"55.20500","-119.08500"," ","103","2365"
"52.45500","-115.75800"," ","7","3741"
"54.69100","-111.26400"," ","47","2095"
"51.99600","-115.35700"," ","36","4348"
"55.34600","-118.77100","early may-late sep","30"," "
"56.53100","-117.67700","mid may-mid oct","25"," "
"50.71900","-114.13800"," ","9","3638"
"53.86300","-116.03100","mid may-mid sep","40"," "
"52.46400","-110.85900","mid may-late sep","50"," "
"51.04600","-114.86200"," ","134","4912"
"52.88900","-112.96300","mid apr-late oct","215"," "
"55.13600","-118.18200"," ","25","1633"
"54.83200","-111.97600"," "," ","1835"
"54.36500","-116.90900"," "," ","2835"
"54.12000","-112.47200","mid may-mid sep","10"," "
"53.89100","-119.15400"," ","22","3162"
"53.01300","-118.08500"," ","66","3329"
"52.02500","-114.24800"," ","20","3121"
"50.97700","-115.34800"," ","50","5563"
"49.67900","-110.18500"," "," ","4016"
"54.71200","-111.84400","early may-late sep","160"," "
"53.99100","-111.30900","mid may-late aug","40"," "
"51.11300","-112.98300"," ","10"," "
"51.66100","-112.91200","mid may-mid oct","50"," "
"53.86800","-111.08100","mid may-late aug","45"," "
"52.26300","-115.17400"," ","27","3620"
"56.16200","-117.42200","early may-late oct","20"," "
"53.86900","-119.17700"," ","11","3315"
"56.70600","-118.31100"," ","16","2468"
"52.12200","-115.19500"," ","24","4042"
"49.78300","-112.13700","mid apr-late oct","80"," "
"56.09200","-117.56200","early may-late oct","70"," "
"52.04300","-115.09800"," ","32","3893"
"53.19200","-113.04200","mid may-mid sep","20"," "
"52.45000","-113.05700"," ","61","2570"
"52.63300","-114.24100","mid may-late sep","40"," "
"52.01400","-116.62600"," ","55","4526"
"53.03200","-110.27600","mid may-late sep","10"," "
"51.70700","-113.24900","all year","50"," "
"51.04100","-115.26700"," ","36","4270"
"54.12500","-114.72100"," ","127","2180"
"50.53900","-111.81200"," ","85","2518"
"52.87700","-112.75500","mid may-mid sep","5"," "
"51.83700","-113.01400"," ","36","2315"
"51.83900","-113.01900"," ","30","2314"
"51.79500","-113.60600","all year","5"," "
"54.86000","-111.43700"," ","100","2159"
"52.32100","-112.73100","mid may-mid oct","65"," "
"49.04800","-113.91000"," ","238","4219"
"54.52400","-115.09300"," "," ","2738"
"51.82400","-113.22600","early apr-mid oct","35"," "
"51.18900","-115.54000"," ","321","4803"
"51.19100","-115.52000"," ","618","4725"
"51.18900","-115.52000"," ","188","4658"
"53.72000","-113.21300","mid may-mid oct","20"," "
"52.41700","-115.00500"," ","39","3204"
"52.95200","-114.36300","early may-late sep","60"," "
"57.44800","-117.52500"," ","49","2376"
"50.26900","-112.82600","mid may-mid oct","30"," "
"51.22400","-115.50000"," ","74","4888"
"51.22900","-115.50500"," ","380","4864"
"52.06300","-116.41900"," ","24","4484"
"49.14500","-112.08400","all year","40"," "
"49.37200","-113.12700"," ","30","3661"
"50.08800","-112.09700","mid may-mid oct","30"," "
"53.36300","-110.87100"," ","111","1904"
"52.00000","-111.12200","all year","10"," "
"52.91700","-112.46500","mid may-mid oct","5"," "
"50.40600","-113.27100","mid may-mid sep","15"," "
"53.56500","-114.44200"," ","276","2368"
"52.77000","-117.99300"," ","228","3581"
"57.76000","-115.54900","mid may-mid sep","35"," "
"51.36600","-114.98800"," ","56","4702"
"52.83700","-118.06400"," ","362","3512"
"54.75300","-117.20500"," ","20","2151"
"51.84200","-116.62000"," ","116","5505"
"49.33000","-113.67900"," ","25","3877"
"53.07400","-117.27000"," ","38","4762"
"52.95200","-115.52900"," ","18","3157"
"54.12400","-111.33000","mid may-late aug","95"," "
"52.98900","-113.35200","mid may-late sep","50"," "
"52.84700","-118.07900"," ","781","3495"
"52.98600","-117.34700"," ","26","5376"
"53.82700","-110.54600"," ","50","1921"
"52.21900","-117.17600"," ","46","6758"
"50.03000","-110.70800","all year","90"," "
"53.27000","-117.78800"," ","23","3773"
"50.66500","-115.12700"," ","20","5603"
"55.08200","-117.56000"," ","67","2252"
"53.53600","-116.43000","all year","40"," "
"50.11900","-113.77600"," ","40","3419"
"51.08400","-115.05800"," ","124","4257"
"55.61800","-116.67800"," ","66","2052"
"53.11300","-113.83700","mid may-late aug","110"," "
"54.66900","-110.97700","mid may-mid sep","65"," "
"53.21200","-116.07400"," ","32","3458"
"49.17800","-113.19000"," ","46","3719"
"49.08400","-111.61700"," ","64","3010"
"50.83000","-113.42600"," ","177","2979"
"55.12000","-117.58600"," ","124","2264"
"53.02000","-114.14500"," ","110","2894"
"49.77500","-115.16900"," ","5","3800"
"52.53000","-121.20900"," ","5","2400"
"53.30300","-122.07800"," ","20","3100"
"49.78300","-123.12300"," ","110"," "
"50.12300","-115.54700"," ","104","3971"
"51.22300","-120.33600"," ","5","4100"
"49.38500","-119.33400"," ","5","5100"
"49.68300","-120.60300"," ","24"," "
"49.07800","-121.81000"," ","8"," "
"49.31900","-122.47000"," ","205"," "
"54.14700","-121.82400"," ","8","2300"
"49.04400","-115.99800"," ","5","3500"
"58.55000","-122.50500"," "," ","1574"
"49.99700","-121.55200"," ","15"," "
"50.08000","-125.58800"," ","5"," "
"51.39800","-121.26000"," ","16","3541"
"54.28700","-126.84900"," ","8","2200"
"52.41100","-125.91800"," ","24"," "
"54.44600","-125.61500"," ","10","2900"
"51.03900","-120.13400"," ","18","3600"
"50.57100","-118.79400"," ","8","2700"
"48.60500","-123.52800"," ","53"," "
"53.09000","-121.50900"," "," ","4017"
"53.48600","-123.41000"," ","8","2600"
"53.35700","-123.96700"," ","5","2900"
"49.46800","-121.76300"," ","40"," "
"49.92700","-119.51300"," ","122"," "
"56.33400","-120.95200"," ","37","2379"
"54.06200","-124.61400"," ","49","2230"
"49.06300","-117.60600"," ","19"," "
"50.18200","-117.45800"," ","8","2900"
"58.97800","-123.17400"," ","5","1800"
"53.25800","-120.02200"," ","10","2400"
"50.99800","-122.36800"," ","5","3500"
"51.28000","-121.61100"," ","8","3700"
"50.26200","-119.15500"," ","8","4000"
"49.36400","-121.68400"," ","64"," "
"51.30900","-121.82300"," ","46","3706"
"51.52000","-123.73400"," ","5","4300"
"50.48400","-121.11900"," "," ","4900"
"53.89700","-125.54600"," ","10","2700"
"53.85500","-125.43100"," ","8","2700"
"50.56400","-122.66200"," ","79","2149"
"50.83400","-118.08600"," ","63"," "
"53.35400","-123.87400"," ","5","2800"
"49.60600","-124.29700"," ","10","2100"
"53.61400","-123.48500"," ","18","2700"
"54.24200","-125.70900"," ","13","2800"
"50.53200","-119.49400"," ","5","4800"
"50.34000","-126.74300"," ","13"," "
"52.55800","-121.66900"," ","10","3200"
"53.93600","-125.08900"," ","5","3000"
"49.87500","-120.74100"," ","25","3400"
"49.05900","-118.69600"," ","18","2347"
"54.26100","-122.28400"," ","5","2600"
"49.00900","-116.88900"," "," ","4200"
"53.25800","-121.40800"," ","25","2985"
"59.38300","-129.14300"," ","44","2498"
"49.88300","-120.04300"," ","5","5600"
"51.16900","-119.60700"," ","13"," "
"50.08800","-125.57700"," ","20"," "
"51.48300","-120.69800"," ","13","3756"
"51.62200","-122.04700"," ","5","2800"
"49.41500","-120.26200"," ","17"," "
"49.81800","-119.18200"," ","5","4300"
"50.96000","-119.68400"," ","27"," "
"49.82700","-120.44100"," ","10","4400"
"57.38700","-122.84500"," ","33","3314"
"54.60000","-126.84300"," ","10","1900"
"52.08900","-123.39400"," ","20","2433"
"55.51900","-123.54800"," ","13","2500"
"50.03600","-125.46800"," ","5"," "
"49.83700","-125.63200"," ","85"," "
"50.06400","-123.10100"," ","50","1700"
"50.08000","-125.59100"," ","5"," "
"50.01700","-125.53000"," "," "," "
"54.52300","-124.86200"," ","5","3100"
"52.67900","-119.02400"," ","18","2500"
"51.30200","-118.28600"," ","33","1900"
"50.86100","-122.46800"," ","8","3100"
"54.82500","-123.35200"," ","102","2851"
"50.81300","-116.43100"," ","18","3800"
"49.44100","-121.77700"," ","25"," "
"51.26300","-116.98500"," ","8","3400"
"52.57700","-121.53600"," ","40","2441"
"49.69600","-120.28100"," ","30","3300"
"49.18700","-117.61100"," ","95","3530"
"51.23900","-116.59000"," ","59","3738"
"54.91300","-126.67400"," ","5","2600"
"56.30600","-121.00200"," ","58","2621"
"52.15300","-125.23700"," ","10","3900"
"51.58800","-123.88300"," ","5","4900"
"49.29100","-121.94200"," ","55"," "
"49.18100","-115.54200"," ","10","4000"
"50.27200","-118.60200"," ","5","1700"
"53.64200","-124.95700"," ","8","2600"
"49.09100","-121.45500"," ","146","2150"
"49.07700","-121.87600"," "," "," "
"49.07900","-121.91700"," "," "," "
"49.07200","-121.84200"," "," "," "
"51.91900","-121.95200"," ","10","2900"
"51.92800","-121.97700"," ","25","2900"
"48.43400","-124.07400"," ","75"," "
"49.10100","-121.65300"," ","20"," "
"53.28200","-122.56900"," ","10","2400"
"55.16900","-124.34800"," ","15","3000"
"53.35300","-124.48000"," ","13","3500"
"49.68900","-119.53300"," ","5","3900"
"50.61300","-122.10500"," ","10","2100"
"49.04200","-121.98600"," "," "," "
"49.04200","-121.98600"," "," "," "
"52.13900","-120.19100"," ","80","2254"
"53.96100","-123.56700"," ","8","2600"
"51.77300","-124.42800"," ","5","3400"
"49.52000","-121.76700"," ","25"," "
"49.07400","-120.80500"," ","64","4013"
"51.72500","-120.40500"," ","13","3700"
"51.71400","-120.37700"," ","5","3700"
"50.60200","-118.84300"," ","8"," "
"49.19100","-120.55700"," ","5","3100"
"49.72300","-126.45700"," ","55"," "
"49.81100","-120.07200"," ","5","4500"
"52.28200","-120.73100"," ","5","3100"
"54.47300","-122.67400"," ","65","2352"
"51.45800","-120.75800"," ","13","3800"
"55.53600","-123.35600"," ","5","2200"
"53.70400","-124.80600"," ","5","2300"
"50.14400","-119.26800"," ","5","4300"
"49.71200","-119.86700"," "," "," "
"54.51500","-122.73300"," ","13","2300"
"50.14300","-116.95500"," "," ","1879"
"49.86300","-120.72900"," ","50","3400"
"51.53800","-120.38700"," ","5","4500"
"49.36800","-121.68400"," ","30"," "
"49.04200","-121.98600"," "," "," "
"49.04200","-121.98600"," "," "," "
"49.20800","-122.61400","mid mar-mid oct","40"," "
"49.46000","-120.42400"," ","5","2000"
"55.53200","-123.30000"," ","5","2379"
"49.95800","-124.72800"," ","13"," "
"49.94500","-124.31700"," ","13"," "
"50.81400","-116.01400"," ","7","3809"
"54.82100","-124.45800"," ","5","3300"
"54.95500","-126.55300"," ","8","2900"
"49.14500","-115.24000"," ","60","2700"
"51.00800","-121.78200"," ","18","3569"
"51.69900","-120.91100"," ","5","3500"
"50.19000","-122.47000"," ","10"," "
"50.58700","-116.03800"," ","26","3024"
"50.65600","-120.70700"," ","50","3900"
"52.16500","-121.91100"," ","23","3100"
"57.17400","-122.80100"," ","5","4000"
"51.45600","-120.14300"," ","5"," "
"54.21500","-125.80800"," ","8","2600"
"51.25500","-119.85300"," ","15","2100"
"49.09900","-115.10300"," ","5","2600"
"52.23400","-120.85100"," ","8","3100"
"50.27500","-125.42700"," ","10"," "
"50.31200","-125.92800"," ","8"," "
"50.17400","-119.44100"," ","71"," "
"51.44300","-121.16100"," ","51","3581"
"49.51200","-121.41900"," ","34"," "
"49.16500","-115.25500"," ","40","2500"
"49.25100","-124.35700"," ","105"," "
"49.05700","-121.97000"," "," "," "
"51.70000","-117.54700"," ","15","2500"
"50.21100","-119.46300"," ","50"," "
"48.58800","-124.35400"," ","36"," "
"51.93800","-121.98900"," ","10","2800"
"49.54200","-124.75700"," ","10"," "
"55.98600","-123.81600"," ","20","2200"
"50.13800","-119.49700"," ","100"," "
"50.00200","-121.56700"," ","5"," "
"52.26200","-122.85900"," ","13","3900"
"53.59800","-124.90000"," ","5","2900"
"52.37000","-126.06500"," ","12"," "
"52.94700","-123.78500"," ","5","3300"
"51.12500","-120.21200"," ","5","2000"
"54.92700","-120.74800"," ","5","3200"
"51.76800","-123.06200"," ","5","3600"
"55.18800","-120.45800"," ","13","3300"
"52.29800","-122.04800"," ","10","3000"
"49.62200","-115.62500"," "," "," "
"48.39300","-123.94200"," ","70"," "
"50.94300","-122.77600"," ","5","3300"
"49.00400","-114.66700"," ","5","5000"
"50.02900","-125.57000"," ","8"," "
"49.87000","-116.85900"," ","23","1800"
"55.23000","-123.07000"," ","5","2300"
"52.49000","-121.71400"," ","5","3200"
"50.74500","-127.61400"," ","10"," "
"49.92400","-120.96500"," ","5","3800"
"50.25000","-120.27700"," ","18","3900"
"50.24400","-120.28800"," ","8","3900"
"49.32600","-122.45900"," ","148"," "
"49.06800","-115.23500"," ","23","2500"
"51.29800","-116.94900","all year","72","2600"
"50.34800","-121.39000"," ","14"," "
"48.45900","-123.55000"," ","175"," "
"51.50300","-120.35900"," ","5","4100"
"48.83400","-124.19900"," ","126"," "
"50.04500","-125.50100"," ","5"," "
"49.33200","-121.86400"," ","5"," "
"49.50400","-120.67800"," ","20","2400"
"54.51200","-124.79600"," ","5","3200"
"53.11200","-131.66000"," ","23"," "
"50.05000","-125.59400"," ","8"," "
"54.37200","-123.57200"," ","15","2700"
"49.05600","-125.72200"," ","94"," "
"51.85400","-121.34900"," ","18","3100"
"53.61500","-123.64100"," "," ","3300"
"50.89400","-122.77300"," ","15","2200"
"56.50000","-122.24700"," ","13","2200"
"53.82500","-124.77600"," ","10","2600"
"51.24500","-120.70700"," ","10","4200"
"49.05900","-120.73300"," ","95","3779"
"49.97300","-120.70000"," ","32","3700"
"49.96900","-120.70700"," ","13","3700"
"54.72200","-128.78800"," ","18"," "
"49.98700","-120.04400"," ","13","4600"
"49.01800","-119.44600"," ","41"," "
"49.81600","-120.01200"," ","8","4200"
"55.49500","-123.24400"," ","5","2343"
"50.83800","-120.03700"," ","20","3100"
"51.78700","-121.62900"," ","15","3100"
"50.31600","-120.65500"," ","8","4400"
"52.47300","-120.96300"," ","10","3000"
"50.78700","-119.20400"," ","119"," "
"49.34700","-121.70900"," ","71"," "
"51.04800","-121.08500"," ","20","4500"
"53.84900","-123.83300"," ","10","2700"
"50.15300","-115.47400"," ","104","3781"
"51.26400","-119.51300"," ","13"," "
"51.22500","-116.56300"," ","30","3729"
"51.79000","-124.71000"," ","15","3100"
"52.68600","-119.03500"," ","23","2500"
"52.38500","-121.29000"," ","23","2618"
"52.29300","-121.05600"," ","5","2800"
"49.15500","-120.01200"," ","5","2200"
"52.38400","-122.12500"," ","8","3300"
"50.30200","-116.94500"," ","5","2000"
"49.77700","-119.17300"," ","18","4100"
"50.45800","-126.81100"," ","8"," "
"49.51000","-119.29900"," ","13","4700"
"51.27100","-117.48900"," ","60","5453"
"56.61800","-121.63600"," ","18","2700"
"49.22600","-119.54300"," ","7"," "
"49.02700","-122.00600"," "," "," "
"54.97900","-124.66100"," ","5","2900"
"49.54500","-119.97600"," ","5","5500"
"50.09400","-119.18000"," ","8","4400"
"49.92500","-120.28600"," ","8","4900"
"48.57300","-123.37500","mid may-mid sep","45"," "
"50.84600","-120.40500"," ","20","3300"
"49.92000","-119.80400"," ","10","4300"
"52.43500","-122.07000"," ","8","3000"
"52.54700","-121.76800"," ","8","3700"
"52.47000","-121.11900"," ","8","2900"
"49.16800","-118.62200"," ","26","3812"
"49.48400","-115.84200"," ","28"," "
"49.95500","-115.76300"," ","5","2700"
"49.04600","-119.05800"," ","16","3002"
"50.43900","-126.24800"," ","8"," "
"50.78300","-121.07700"," ","30"," "
"53.24200","-132.15300"," ","5"," "
"54.23900","-125.70400"," ","13","2700"
"54.98000","-124.26800"," ","5","3100"
"49.97800","-120.70000"," ","8","3700"
"50.18400","-119.33800"," ","70"," "
"49.91100","-120.56500"," ","58"," "
"49.11200","-118.98200"," ","87","2015"
"55.20500","-127.76700"," ","8"," "
"49.88400","-124.13900"," ","10"," "
"51.42100","-116.44200"," ","88","4152"
"49.25400","-115.24000"," ","105"," "
"49.23600","-121.95800"," ","22"," "
"49.72900","-124.89400"," ","18"," "
"57.50300","-130.22200"," ","50","2786"
"55.96000","-120.57100"," ","28","1999"
"49.78900","-124.99700"," ","65"," "
"54.59500","-128.40100"," ","32"," "
"49.72800","-123.96700"," ","23"," "
"55.05800","-125.05300"," ","8","2800"
"53.57500","-124.93900"," ","8","2800"
"49.60500","-117.12600"," ","168"," "
"49.19600","-117.27500"," ","7","2150"
"49.19600","-117.27500","mid may-mid sep","5"," "
"53.13200","-124.56500"," ","8","3600"
"50.66900","-121.80300"," ","23","3000"
"51.86000","-121.63900"," ","83","2759"
"50.48700","-120.48800"," ","144","4305"
"54.38500","-128.53400"," ","186"," "
"48.81900","-124.07600"," "," "," "
"49.95500","-119.71200"," ","18","3800"
"49.95400","-115.79500"," ","10","2800"
"53.52300","-120.68000"," ","20","2800"
"49.59300","-118.91500"," ","8","4300"
"51.49500","-120.33800"," ","10","4000"
"53.48800","-124.34400"," ","5","3300"
"49.82600","-115.62500"," ","13","3000"
"49.91600","-126.62600"," ","8"," "
"59.42200","-126.09700"," ","53","1534"
"53.01800","-122.07800"," ","8","2700"
"49.06200","-120.84400"," "," ","4161"
"50.50300","-116.09800"," ","5","3100"
"49.70800","-120.23300"," ","10","3600"
"53.45700","-123.60100"," ","13","3100"
"50.33800","-125.51800"," ","10"," "
"51.35200","-121.90500"," ","5","3500"
"49.31300","-124.54800"," ","95"," "
"49.64800","-117.68700"," ","5","2100"
"48.60500","-124.22400"," ","27"," "
"49.50900","-116.78700"," ","18"," "
"50.51700","-120.52100"," ","10","4600"
"50.01100","-121.64000"," ","5"," "
"49.80500","-124.30000"," ","15"," "
"50.01300","-125.55500"," ","5"," "
"50.02700","-125.55100"," ","8"," "
"49.11400","-115.11100"," ","40","2800"
"51.05800","-116.80700"," ","5","4100"
