lon,lat,name,type,open,sites,elev,amenities,state
-105.594,40.400,Aspenglen - Rocky Mountain National Park,NP,mid may-mid sep,51,8248,NH ND 30ft FT DW NS RS PA ,CO
-107.204,39.236,Avalanche,NF,mid may-mid sep,13,7349,NH ND 16ft VT DW NS NR ,CO
-106.351,39.270,Baby Doe,NF,early jun-late aug,50,9961,NH DP 32ft FT DW NS RS PA ,CO
-105.177,39.654,Bear Creek Lake Park,CP, ,52,5682,E ND 50ft VT DW NS ,CO
-105.143,37.326,Bear Lake,NF,mid may-mid sep,14,10489,NH ND 40ft VT DW NS NR ,CO
-107.070,40.045,Bear Lake,NF, ,43,9757,NH ND 30ft VT DW NS NR L$ ,CO
-106.676,37.617,Beaver Creek,NF, , ,8484,NH ND NS NR ,CO
-106.133,40.053,Beaver Creek Unti - Hot Sulphur State Wildlife Area,SP, ,10,7596,NR ,CO
-107.545,38.250,Beaver Lake,NF,mid may-mid sep,11,8786,NH ND 20ft VT DW NS NR L$ ,CO
-105.617,40.771,Bellaire Lake,NF,mid jun-late sep,26,8671,E ND 60ft VT DW NS RS PA ,CO
-106.349,39.269,Belle of Colorado,NF, ,19,9954,NH ND FT DW NS NR ,CO
-105.724,40.708,Big Bend,NF,mid may-mid dec,8,7713,NH ND 20ft VT DW NS NR ,CO
-107.385,38.217,Big Blue,NF,mid jun-mid sep,11,9675,NH ND VT NW NS NR N$ ,CO
-107.545,38.258,Big Cimarron,NF,mid may-mid sep,10,8698,NH ND 20ft VT NW NS NR L$ ,CO
-107.883,39.078,Big Creek,NF,mid jul-mid sep,26,10167,NH ND 30ft VT DW NS NR L$ ,CO
-106.609,40.935,Big Creek Lakes,NF,early jun-mid sep,54,9012,NH ND 76ft VT DW NS RS PA L$ ,CO
-108.550,38.745,Big Dominguez,BLM, ,9,7123,NW NR ,CO
-106.795,37.540,Big Meadows,NF,mid may-,61,9331,NH ND 45ft VT DW NS RS ,CO
-105.807,40.633,Big South,NF,mid may-mid sep,4,8535,NH ND 25ft VT NW NS NR ,CO
-106.581,40.067,Blacktail Creek,NF,mid jun-mid nov,8,9012,NH ND 18ft VT DW NS NR L$ ,CO
-106.885,37.145,Blanco River,NF, ,6,7267,NH ND 40ft VT DW NS NR ,CO
-106.366,39.472,Blodgett,NF, ,6,8894,NH ND 30ft VT DW NS NR ,CO
-105.139,37.313,Blue Lake,NF,mid may-mid oct,16,10531,NH ND 40ft VT DW NS NR ,CO
-105.362,38.961,Blue Mountain,NF,early jun-late sep,21,8110,NH ND 35ft VT DW NS RS ,CO
-106.131,39.726,Blue River,NF,mid may-mid sep,24,8491,NH ND 32ft VT DW NS NR ,CO
-105.965,40.560,Bockman - State Forest State Park,SP, ,52,9072,NH ND VT NS NR ,CO
-107.262,39.100,Bogan Flats,NF,mid may-mid sep,36,7615,NH ND 45ft VT DW NS RS ,CO
-107.898,39.104,Bonham Lake City Park,CP, , ,9849,E L$ ,CO
-105.126,40.155,Boulder County Fairground,CP, , ,4977,WE DP 40ft DW SH ,CO
-105.058,40.430,Boyd Lake State Park,SP,early apr-late sep,148,4993,E DP 32ft FT DW SH RS PA ,CO
-108.738,37.657,Bradfield,NF, ,22,6476,NH ND 22ft VT DW NS NR ,CO
-107.199,37.465,Bridge,NF, ,19,7838,NH ND 50ft VT DW NS NR ,CO
-107.144,37.818,Bristol Head,NF, ,16,9528,NH ND 30ft VT DW NS NR ,CO
-105.927,40.796,Browns Park,NF,mid jul-mid sep,28,8471,NH ND 30ft VT NW NS NR L$ ,CO
-103.625,40.249,Brush Memorial RV Park,CP, ,24,4242,WES DP FT DW SH N$ ,CO
-109.045,38.440,Buckeye,NF,mid may-mid sep,37,7674,NH ND VT NW NS NR ,CO
-105.634,39.994,Buckingham,CP, ,10,10108,NH ND VT NW NS ,CO
-105.329,39.341,Buffalo,NF,early jun-late aug,41,7333,NH ND 20ft VT DW NS RS ,CO
-106.517,38.185,Buffalo Pass,NF, ,24,9163,NH ND 20ft VT DW NS NR ,CO
-105.987,39.032,Buffalo Springs,NF,early jun-mid sep,18,9219,NH ND 25ft VT DW NS RS L$ ,CO
-105.711,39.513,Burning Bear,NF, ,13,9675,NH ND 16ft VT DW NS NR ,CO
-108.066,37.788,Burro Bridge,NF, ,12,9114,NH ND 35ft VT DW NS NR ,CO
-105.897,39.876,Byers Creek,NF, ,6,9380,NH ND 32ft VT DW NS NR ,CO
-108.694,37.630,Cabin Canyon,NF, ,11,6535,NH DP 22ft VT DW NS NR ,CO
-105.521,40.128,Camp Dick,NF,mid may-mid oct,41,8753,NH ND 55ft VT DW NS RS ,CO
-106.314,39.420,Camp Hale Memorial,NF,early jun-late aug,21,9327,NH ND 60ft VT DW NS RS N$ ,CO
-107.983,39.042,Carp Lake,NF, ,20,10325,VT DW NR ,CO
-104.570,37.144,Carpios Ridge - Trinidad Lake State Park,SP, ,63,6352,WES DP FT DW SH RS ,CO
-105.220,40.355,Carter Lake - North Side Campgrounds,CP, , ,5807,40ft RS ,CO
-105.209,40.320,Carter Lake - South Side Campgrounds,CP, , ,5714,NH DP 40ft NS RS ,CO
-106.245,38.710,Cascade,NF,mid may-mid sep,22,9065,NH ND 30ft VT DW NS RS ,CO
-104.584,39.364,Casey Jones Park,CP, ,15,6526,NH ND NS L$ ,CO
-106.832,39.891,Catamount,BLM, , ,6564,NH ND PT NW NS NR N$ ,CO
-106.307,39.837,Cataract Creek,NF,mid may-mid sep,5,8599,NH ND 25ft VT DW NS NR L$ ,CO
-106.605,37.822,Cathedral,NF, ,29,9452,NH ND 35ft VT DW NS NR N$ ,CO
-107.977,37.770,Cayton,NF,early jun-late aug,27,9547,E DP 45ft VT DW NS RS ,CO
-107.100,38.047,Cebolla,NF, ,21,9406,NH ND VT DW NS NR ,CO
-106.837,38.828,Cement Creek,NF,mid may-mid sep,13,8996,NH ND 28ft VT DW NS NR ,CO
-106.233,38.713,Chalk Lake,NF,mid may-mid sep,19,8753,NH ND 35ft VT DW NS RS ,CO
-105.852,40.597,Chambers Lake,NF,all year,44,9193,NH ND 30ft VT DW NS RS ,CO
-106.637,39.309,Chapman,NF,mid may-mid sep,84,8619,NH ND 45ft VT DW NS NR ,CO
-107.091,40.186,Chapman Reservoir,NF, ,12,9301,NH ND VT NW NS NR L$ ,CO
-105.063,39.539,Chatfield State Park,SP,mid apr-late oct,193,5505,WES DP 35ft FT DW SH RS PA L$ ,CO
-104.829,39.647,Cherry Creek State Park,SP,all year,102,5597,WES DP 50ft FT DW SH RS PA ,CO
-104.809,38.738,Cheyenne Mountain State Park,SP,mid apr-late dec,61,6053,WES DP RS PA ,CO
-107.554,38.442,Cimarron - Curecanti National Rec Area,NRA, ,22,6929,NH ND 30ft FT DW NS NR ,CO
-107.209,37.539,Cimarrona,NF, ,21,8409,NH ND 35ft VT DW NS NR ,CO
-105.231,39.754,Clear Creek RV Park,CP, ,36,5685,WES DP FT DW SH ,CO
-105.708,39.652,Clear Lake,NF,mid jun-mid sep,8,10049,NH ND 15ft VT DW NS NR ,CO
-105.804,38.334,Coaldale,NF,mid may-mid sep,10,7372,NH ND 20ft VT NW NS NR L$ ,CO
-107.204,39.676,Coffee Pot Spring,NF,mid jun-mid oct,10,10105,NH ND 30ft VT NW NS NR L$ ,CO
-106.642,38.767,Cold Spring,NF,mid may-mid sep,6,8976,NH ND VT NW NS NR L$ ,CO
-107.119,40.030,Cold Springs,NF, ,5,10259,NH ND 22ft VT DW NS NR L$ ,CO
-105.497,39.842,Cold Springs,NF,mid may-mid sep,38,9350,NH ND 50ft VT DW NS RS ,CO
-107.957,39.081,Collbran - Cottonwood Lake,NF, ,56,10043,VT DW NR ,CO
-106.316,38.813,Collegiate Peaks,NF,mid may-mid sep,56,9882,NH ND 35ft VT DW NS RS ,CO
-105.094,39.080,Colorado,NF,early jun-late aug,81,7835,NH ND 30ft VT DW NS RS ,CO
-105.549,39.817,Columbine,NF,mid may-mid sep,45,9035,NH ND 20ft FTVT DW NS RS ,CO
-108.381,38.424,Columbine,NF, ,6,9121,NH ND 32ft VT NW NS NR N$ ,CO
-106.603,38.599,Comanche,NF, ,4,8900,NH ND 15ft NS NR ,CO
-106.362,37.445,Comstock,NF, ,8,9754,NH ND 30ft VT NW NS NR N$ ,CO
-106.444,37.171,Conejos,NF,mid may-mid sep,15,8793,NH ND 22ft VT DW NS NR ,CO
-106.292,38.782,Cottonwood Lake,NF, ,24,9751,NH ND 40ft VT DW NS NR ,CO
-105.461,38.909,Cove,NF,mid may-mid oct,4,8480,NH ND 16ft VT DW NS NR ,CO
-106.279,39.875,Cow Creek,NF,early may-late sep,40,7972,NH ND VT NS RS PA L$ ,CO
-105.120,38.871,Crags,NF, ,17,10157,NH ND 20ft VT DW NS NR ,CO
-107.599,38.688,Crawford State Park,SP,early may-late aug,44,6558,E FT DW RS PA ,CO
-108.923,40.810,Crook - Browns Wildlife Area,SFW, ,20,5384,NH ND 20ft VT NW NS NR ,CO
-107.052,40.170,Crosho Lake Recreation Area,NF, ,10,8917,NR ,CO
-106.650,37.581,Cross Creek,NF, ,12,8871,NH ND 25ft VT DW NS NR ,CO
-104.343,40.644,Crow Valley,NF,early apr-late oct,10,4843,NH ND 60ft VT DW NS RS PA L$ ,CO
-105.071,38.055,Davenport,NF,early jun-mid oct,12,8543,NH ND 25ft VT DW NS RS PA ,CO
-106.231,39.838,Davis Springs,NF, ,7,7999,NH ND 20ft VT NW NS NR ,CO
-106.738,39.361,Dearhamer,NF,mid may-mid sep,13,7815,NH DP 32ft VT DW NS NR ,CO
-107.302,39.772,Deep Lake,NF,mid jul-mid oct,35,10512,NH ND 35ft VT DW NS NR L$ ,CO
-105.554,39.508,Deer Creek,NF, ,13,9137,NH ND 16ft VT DW NS NR ,CO
-107.188,38.022,Deer Lakes,NF,mid may-mid sep,12,10446,NH ND 30ft VT DW NS NR L$ ,CO
-108.523,40.450,Deerlodge Park - Dinosaur National Monument,NM, ,10,5623,NH ND 35ft VT NW NS NR ,CO
-106.353,37.683,Del Norte City Park,CP, , ,7877,NH ND NS ,CO
-106.079,40.255,Denver Creek,NF, ,22,8612,NH ND 32ft FT DW NS NR ,CO
-105.103,39.271,Devils Head,NF, ,21,8891,NH ND 16ft VT DW NS NR ,CO
-106.325,39.092,Dexter,NF, ,24,9262,NH ND 37ft VT DW NS NR ,CO
-106.774,39.141,Difficult,NF,mid may-mid sep,47,8143,NH ND 40ft VT DW NS RS ,CO
-106.587,38.905,Dinner Station,NF,mid may-late sep,22,9626,NH ND 35ft VT DW NS RS PA ,CO
-108.689,38.684,Divide Fork,NF,mid may-mid nov,11,8770,NH ND 16ft VT DW NS NR N$ ,CO
-106.663,38.965,Dorchester,NF,mid may-mid oct,10,9954,NH ND 35ft VT DW NS NR N$ ,CO
-105.557,40.791,Dowdy Lake,NF,all year,70,8189,E ND 40ft VT DW NS RS PA ,CO
-107.187,38.481,Dry Gulch - Curecanti Area,NP, ,10,7569,NH VT DW NR ,CO
-106.781,40.536,Dry Lake,NF, ,8,8314,NH ND 16ft VT DW NS NR L$ ,CO
-107.896,40.435,Duffy Mountain - Yampa River State Park,SP,mid may-late nov,7,6096,NH ND NS RS ,CO
-106.627,40.405,Dumont Lake,NF,early jul-mid sep,22,9567,NH ND 40ft VT DW NS RS PA L$ ,CO
-105.444,40.697,Dutch George,NF,mid may-mid sep,20,6526,NH ND 33ft VT DW NS NR ,CO
-107.811,39.215,Early Settlers - Vega State Park,SP,mid may-late nov,33,8008,WE DP FT DW SH RS ,CO
-102.170,39.613,East Beach - Bonny Lake State Park,SP, , ,3711,NH ND VT DW NS RS ,CO
-108.321,40.482,East Cross Mountain - Yampa River State Park,SP,mid may-late nov,11,5930,NH ND NS RS ,CO
-106.889,37.377,East Fork,NF, ,26,7789,NH ND 35ft VT DW NS NR N$ ,CO
-107.426,40.011,East Marvine,NF,mid may-mid nov,7,8166,NH ND 30ft VT DW NS NR ,CO
-107.650,38.525,East Portal - Curecanti National Rec Area,NRA, ,15,6601,NH ND VT DW NS NR L$ ,CO
-105.593,39.658,Echo Lake - Idaho Springs,NF,early jun-late aug,18,10745,NH ND 20ft VT DW NS RS ,CO
-108.983,40.525,Echo Park - Dinosaur National Monument,NM, ,17,5115,NH ND VT DW NS NR ,CO
-107.936,39.049,Eggleston,NF, ,6,10217,30ft VT DW NR ,CO
-106.418,39.152,Elbert Creek,NF,mid may-mid sep,17,10131,NH ND 16ft VT DW NS NR ,CO
-105.503,38.937,Eleven Mile State Park,SP,mid may-late aug,350,8632,E FT DW RS PA ,CO
-106.368,37.126,Elk Creek,NF,mid may-mid sep,31,8701,NH ND 22ft VT DW NS NR ,CO
-107.167,38.466,Elk Creek - Curecanti Area,NP,all year,160,7540,E DP 24ft FTVT DW SH RS PA L$ ,CO
-106.612,39.344,Elk Wallow,NF,mid may-mid sep,7,8881,NH ND 22ft VT NW NS NR L$ ,CO
-106.325,39.874,Elliott Creek,NF,mid may-mid sep,15,8071,NH ND 22ft VT NW NS NR L$ ,CO
-105.684,39.762,Empire City RV Parking,CP, , ,8627,NH ND NS N$ ,CO
-107.264,38.958,Erickson Springs,NF,mid may-mid sep,18,6923,NH ND FT DW NS NR L$ ,CO
-104.994,39.010,Farish Military - USAF Academy,MIL, , ,9089,E DP FT DW SH RS ,CO
-106.352,39.276,Father Dyer,NF,early jun-late aug,26,10010,NH DP 32ft FT DW NS RS ,CO
-108.647,37.618,Ferris Canyon,NF, ,7,6591,NH DP 22ft VT DW NS NR ,CO
-105.536,38.441,Five Points - Arkansas Headwaters State Rec Area,SP,early apr-late dec,12,6135,NH ND 35ft VT NW NS RS ,CO
-105.086,39.326,Flat Rocks,NF, ,19,8255,NH ND 16ft VT DW NS NR ,CO
-105.233,40.372,Flatiron Reservoir,CP, , ,5489,NH ND NS ,CO
-102.845,40.681,Fleming RV Park,CP, , ,4240,NH ND NS N$ ,CO
-107.682,37.452,Florida,NF,mid may-mid sep,20,8353,NH ND 45ft VT DW NS RS PA N$ ,CO
-102.220,39.614,Foster Grove - Bonny Lake State Park,SP, ,49,3691,E DP FTVT DW SH RS ,CO
-106.104,39.210,Fourmile,NF,mid may-mid sep,14,10833,NH ND 22ft VT DW NS NR ,CO
-107.421,40.762,Freeman Reservoir,NF, ,18,8812,NH ND 22ft VT DW NS NR L$ ,CO
-108.740,39.150,Fruita - Colorado River State Park,SP,mid mar-late dec,45,4484,WES DP DW SH RS ,CO
-106.658,39.492,Fulford Cave,NF,mid jun-mid oct,7,9446,NH ND 20ft VT NW NS NR L$ ,CO
-106.302,38.547,Garfield,NF, ,11,9915,35ft VT DW NR ,CO
-108.887,40.727,Gates of Lodore - Dinosaur National Monument,NM,all year,17,5358,NH ND 30ft VT DW NS NR L$ ,CO
-105.737,39.532,Geneva Park,NF,early jun-late aug,25,9820,NH ND 16ft VT DW NS RS ,CO
-105.689,39.734,Georgetown Lake,CP, , ,8443,NH ND NS ,CO
-105.596,40.330,Glacier Basin - Rocky Mountain National Park,NP,mid may-mid sep,150,8632,NH DP 27ft FTVT DW NS RS PA ,CO
-106.574,38.655,Gold Creek,NF,mid may-mid oct,6,10046,NH ND 25ft VT NW NS NR N$ ,CO
-106.436,39.404,Gold Park,NF,mid may-mid sep,11,9272,NH ND 40ft VT DW NS NR ,CO
-105.359,39.171,Goose Creek,NF, ,10,7749,NH ND 16ft VT DW NS NR ,CO
-106.275,39.627,Gore Creek,NF,mid may-mid sep,25,8789,NH ND 55ft VT NW NS NR ,CO
-106.560,40.074,Gore Pass,NF, ,12,9610,22ft VT DW NR ,CO
-107.006,38.982,Gothic,NF,mid jun-mid sep,4,9685,NH ND VT NW NS NR L$ ,CO
-107.540,37.391,Graham Creek,NF,mid may-mid nov,25,7753,NH ND 45ft VT DW NS NR ,CO
-105.772,40.503,Grand View,NF,mid jun-mid nov,9,10066,NH ND VT DW NS NR ,CO
-106.691,40.496,Granite,NF, ,8,9908,NH ND 22ft VT NW NS NR L$ ,CO
-105.316,38.407,Grape Creek - Temple Canyon Park,CP, , ,6161,NH ND NS ,CO
-105.356,39.326,Green Mountain,NF, ,6,7657,NH ND 20ft VT DW NS NR ,CO
-105.844,40.206,Green Ridge,NF,mid may-mid oct,78,8399,NH DP 32ft FT NW NS RS ,CO
-104.846,37.936,Greenhorn Meadows Park,CP, ,26,5929,E DP DW SH ,CO
-106.599,40.557,Grizzly Creek,NF, ,12,8527,NH ND 18ft VT DW NS NR ,CO
-105.716,39.613,Guanella Pass,NF,early jun-late aug,18,10768,NH ND 35ft VT NW NS RS ,CO
-106.952,39.651,Gypsum,BLM, , ,6299,NH ND VT NW NS NR ,CO
-106.997,40.840,Hahns Peak Lake,NF,mid jun-late aug,26,8428,NH ND 40ft VT DW NS RS L$ ,CO
-106.432,39.501,Halfmoon,NF,mid may-mid sep,7,10315,NH ND VT NW NS NR L$ ,CO
-106.396,39.161,Halfmoon East,NF, ,6,9954,NH ND 15ft NS NR ,CO
-106.397,39.158,Halfmoon West,NF, ,16,9974,NH ND 16ft NS NR ,CO
-105.805,39.483,Hall Valley,NF, ,9,9839,NH ND 20ft VT DW NS NR ,CO
-105.802,39.482,Handcart,NF, ,10,9846,NH ND VT DW NS NR ,CO
-106.737,37.813,Hansons Mill,NF, ,5,10915,NR ,CO
-105.362,39.015,Happy Meadows,NF,mid may-late sep,8,7923,NH ND 22ft VT DW NS RS ,CO
-102.624,40.646,Harvester Park,CP, ,10,4029,WES DP L$ ,CO
-107.808,37.534,Haviland Lake,NF,mid may-mid sep,43,8156,E ND 35ft VT DW NS RS ,CO
-105.823,38.330,Hayden Creek,NF, ,11,7871,NH ND 35ft VT DW NS NR N$ ,CO
-107.311,40.490,Headquarters  - Yampa River State Park,SP,mid may-late nov,50,6306,E DP FT DW SH RS ,CO
-106.078,39.604,Heaton Bay,NF,early jun-late sep,81,9052,E ND 90ft VT DW NS RS ,CO
-106.052,38.653,Hecla Junction - Arkansas Headwaters State Rec Area,SP,early apr-late dec, ,7423,NH ND NS RS ,CO
-105.464,40.335,Hermit Park Open Space,CP, , ,8331,NH DP NS RS ,CO
-106.608,40.507,Hidden Lakes,NF, ,9,8911,NH ND 22ft VT DW NS NR L$ ,CO
-107.133,38.041,Hidden Valley,NF,mid jun-mid sep,4,9682,NH ND VT NW NS NR N$ ,CO
-105.784,39.919,Hideaway Park,CP, , ,8779,NH ND ,CO
-108.836,39.270,Highline Lake State Park,SP,all year,25,4738,NH DP 60ft FT DW SH RS PA ,CO
-106.685,37.622,Highway Springs,NF, ,11,8445,NH ND 35ft NW NS NR ,CO
-107.272,40.028,Himes Peak,NF,mid may-mid nov,11,8832,NH ND 25ft VT DW NS NR ,CO
-106.834,40.749,Hinman Park,NF, ,13,7726,NH ND 22ft VT DW NS NR L$ ,CO
-106.366,39.472,Hornsilver,NF,mid jun-mid sep,7,8894,NH ND 30ft VT DW NS NR ,CO
-106.096,39.900,Horseshoe,NF,mid jun-mid sep,7,8445,NH ND 35ft VT DW NS NR L$ ,CO
-106.086,39.202,Horseshoe,NF,mid may-late sep,19,10551,NH ND 25ft VT DW NS RS ,CO
-107.113,40.035,Horseshoe,NF,mid jun-mid sep,7,10000,NH ND 25ft VT DW NS NR L$ ,CO
-108.535,37.516,House Creek,NF,mid may-late sep,65,6969,E DP 35ft FT DW NS RS PA ,CO
-109.071,37.383,Hovenweep National Monument,NP, ,30,5226,NH 36ft FT DW NR L$ ,CO
-103.471,39.134,Hugo City Park,CP, ,10,5036,NH ND NS N$ ,CO
-105.778,39.904,Idlewild,NF, ,24,8953,NH ND 32ft VT DW NS NR ,CO
-105.098,39.381,Indian Creek,NF, ,11,7592,NH ND 16ft VT DW NS RS ,CO
-105.161,40.527,Inlet Bay - Horsetooth Reservoir,CP, , ,5433,E DP DW SH ,CO
-108.734,40.826,Irish Canyon,BLM, , ,6600,30ft VT NW NR ,CO
-106.338,38.709,Iron City,NF, ,15,9974,NH ND 35ft VT DW NS NR ,CO
-108.164,38.317,Iron Springs,NF,mid jun-mid oct,8,9619,NH ND 32ft VT NW NS NR N$ ,CO
-108.301,39.168,Island Acres - James M. Robb - Colorado River State Park,SP,early apr-late dec,60,4790,WES DP FTVT DW SH RS ,CO
-108.011,39.032,Island Lake,NF,mid jul-mid sep,41,10476,NH ND 45ft FTVT DW NS NR ,CO
-107.000,37.681,Ivy Creek,NF, ,6,9200,NH ND 25ft VT NW NS NR N$ ,CO
-105.525,40.633,Jacks Gulch,NF,early jun-mid nov,56,8120,E ND 50ft FT DW NS RS ,CO
-105.089,39.251,Jackson Creek,NF, ,9,8199,NH ND 16ft VT DW NS NR ,CO
-104.093,40.385,Jackson Lake State Park,SP,all year,250,4455,E DP FT DW NS RS PA ,CO
-105.853,39.433,Jefferson Creek,NF,mid may-late sep,17,10108,NH ND 25ft VT DW NS RS ,CO
-108.094,39.053,Jumbo,NF,early jun-late sep,26,9836,E ND 22ft VT DW NS RS PA ,CO
-107.917,37.337,Junction Creek,NF,early may-late sep,44,7323,E ND 32ft VT DW NS RS PA ,CO
-104.755,38.277,Juniper Breaks - Lake Pueblo State Park,SP, , ,4914,NH ND FT DW NS RS ,CO
-107.953,40.470,Juniper Canyon - Yampa River State Park,SP,mid may-late nov,8,5983,NH ND NS RS ,CO
-105.498,39.932,Kelly Dahl,NF,mid may-mid sep,46,8642,NH ND 40ft VT DW NS RS ,CO
-105.483,40.681,Kelly Flats,NF,mid may-mid sep,29,6768,NH ND 40ft VT DW NS NR ,CO
-105.265,39.306,Kelsey,NF,early jun-late aug,17,8061,NH ND 16ft VT DW NS RS ,CO
-105.761,39.414,Kenosha Pass,NF,early jun-late aug,25,10079,NH ND 16ft VT DW NS RS ,CO
-107.948,39.038,Kiser Creek,NF, ,12,10157,NH ND 16ft VT DW NS NR ,CO
-106.128,39.329,Kite Lake,NF,mid may-mid sep,5,12057,NH ND VT NW NS NR ,CO
-108.077,37.376,Kroeger,NF, ,11,8914,NH ND 35ft VT DW NS NR ,CO
-105.059,37.984,La Vista - Lake Isabel,NF,mid apr-mid sep,29,8593,E ND VT DW NS RS ,CO
-105.662,38.265,Lake Creek,NF,mid may-mid sep,11,8264,NH ND 30ft VT DW NS NR ,CO
-106.477,37.309,Lake Fork,NF,mid may-mid sep,20,9528,NH ND 22ft VT DW NS RS ,CO
-107.323,38.455,Lake Fork - Curecanti Area,NRA,early apr-mid dec,82,7605,NH DP 30ft FTVT DW SH RS PA L$ ,CO
-102.933,38.075,Lake Hasty - John Martin State Park,SP, ,213,3770,E DP FT DW SH RS ,CO
-107.108,38.881,Lake Irwin,NF,early jun-late sep,32,10420,NH ND 35ft VT DW NS RS PA ,CO
-106.580,38.818,Lakeview - Almont,NF,mid may-late sep,35,9606,E ND 35ft VT DW NS RS PA ,CO
-106.366,39.098,Lakeview - Twin Lakes,NF,early jun-late aug,27,9554,NH ND 34ft VT DW NS RS ,CO
-106.695,39.117,Lincoln Gulch,NF, ,7,9659,NH ND 16ft VT DW NS NR L$ ,CO
-106.806,39.378,Little Mattie,NF,mid may-mid sep,22,7930,NH DP 32ft VT DW NS NR ,CO
-106.813,39.375,Little Maud,NF, ,20,7818,NH DP 22ft FT DW NS NR ,CO
-106.662,38.761,Lodgepole - Almont,NF,mid jun-late sep,16,8983,NH ND 35ft VT DW NS RS PA L$ ,CO
-105.843,39.423,Lodgepole - Jefferson,NF,mid may-late sep,34,9974,NH ND 25ft VT DW NS RS ,CO
-105.235,39.252,Lone Rock,NF,all year,20,6447,NH ND 16ft VT DW NS RS ,CO
-105.767,40.515,Long Draw,NF,mid jul-mid nov,25,10082,NH ND 30ft VT DW NS NR ,CO
-105.559,40.275,Longs Peak - Rocky Mountain National Park,NP, ,26,9432,FTVT DW NR ,CO
-107.208,38.870,Lost Lake,NF,mid jun-mid sep,19,9649,NH ND 16ft VT NW NS NR ,CO
-106.625,39.122,Lost Man,NF,mid jun-mid sep,10,10548,NH ND 16ft VT DW NS NR ,CO
-105.507,39.285,Lost Park,NF, ,12,9980,NH ND 22ft VT DW NS NR ,CO
-107.349,37.768,Lost Trail,NF, ,7,9593,NH ND 16ft VT DW NS NR N$ ,CO
-106.627,38.776,Lottis Creek,NF,mid may-mid sep,27,9098,E ND 35ft VT DW SH NR ,CO
-106.676,37.616,Lower Beaver Creek,NF, ,23,8450,NH ND 35ft NS NR ,CO
-105.431,40.691,Lower Narrows,NF,mid may-mid oct,8,6470,NH ND VT DW NS NR ,CO
-107.343,37.242,Lower Piedra,NF, ,17,6621,NH ND 35ft VT DW NS NR ,CO
-106.031,39.623,Lowry,NF,early jun-late aug,24,9085,E ND 25ft VT DW NS RS ,CO
-106.584,38.181,Luders Creek,NF, ,6,10056,NH ND 20ft VT NW NS NR ,CO
-106.699,40.078,Lynx Pass,NF, ,11,9016,NH ND 18ft VT DW NS NR L$ ,CO
-108.270,37.400,Main - Mancos State Park,SP,all year,24,7858,NH DP 45ft VT DW NS RS PA ,CO
-106.986,37.789,Marshall Park,NF,early jun-late aug,17,8802,NH ND 32ft VT DW NS RS ,CO
-107.426,40.007,Marvine,NF,mid may-mid nov,22,8228,NH ND 30ft VT DW NS NR ,CO
-105.531,40.347,Marys Lake - USBR,BOR, ,270,8040,E VT DW L$ ,CO
-106.360,39.258,Matchless,NF, ,17,9918,NR ,CO
-107.881,37.845,Matterhorn,NF,mid jun-late sep,28,9465,WES ND 35ft FT DW SH RS PA ,CO
-108.297,37.651,Mavreeso,NF,mid may-mid sep,19,7710,E ND 35ft VT DW NS NR ,CO
-108.033,40.501,Maybell Bridge - Yampa River State Park,SP, ,9,5919,NH ND NS RS ,CO
-108.086,40.517,Maybell City Park,CP, ,20,5920,WES DP SH ,CO
-106.431,39.278,Mayqueen,NF,early jun-late aug,27,9961,NH DP 32ft VT DW NS RS ,CO
-107.872,38.059,McClure,NF, ,19,9265,NH ND 35ft VT DW NS NR ,CO
-107.313,39.124,McClure,NF,mid may-mid oct,8,8205,NH ND 35ft VT DW NS NR N$ ,CO
-106.238,39.851,Mcdonald Flats,NF,mid may-mid sep,13,7969,NH ND 20ft VT DW NS NR L$ ,CO
-108.553,37.497,Mcphee,NF,mid may-late sep,71,7159,WES DP 40ft FT DW NS RS PA ,CO
-107.543,39.817,Meadow Lake,NF,mid may-mid oct,10,9619,NH ND 16ft VT DW NS NR ,CO
-105.274,40.223,Meadow Park,CP, , ,5357,WES DP DW SH ,CO
-104.986,38.978,Meadow Ridge,NF,mid may-mid oct,19,9196,NH ND 30ft VT DW NS RS ,CO
-106.724,40.373,Meadows,NF, ,30,9334,NH ND 40ft VT DW NS NR L$ ,CO
-107.910,40.036,Meeker City Park,CP, ,9,6226,E ND FT DW NS ,CO
-105.534,40.242,Meeker Park Overflow,NF,mid may-mid sep,29,8642,NH ND 30ft VT NW NS NR L$ ,CO
-105.535,39.510,Meridian,NF, ,18,9026,NH ND 16ft VT DW NS NR ,CO
-105.883,39.411,Michigan Creek,NF,mid may-mid sep,12,10102,NH ND 25ft VT DW NS NR L$ ,CO
-107.536,37.409,Middle Mountain - Vallecito Reservoir,NF, ,24,7753,NH ND 35ft VT DW NS NR ,CO
-106.425,38.623,Middle Quartz,NF,mid may-mid sep,7,10253,NH ND 16ft VT NW NS NR N$ ,CO
-107.390,37.906,Mill Creek - Lake City,BLM, ,22,9524,VT DW NR ,CO
-107.661,37.405,Miller Creek,NF, ,12,8192,NH ND 35ft FT DW NS NR ,CO
-108.872,38.981,Miracle Rock,BLM, ,4,6549,NH ND 30ft NS NR ,CO
-108.334,37.975,Miramonte Reservoir - SWA,SFW,all year,50,7707,VT DW NR N$ ,CO
-106.432,38.747,Mirror Lake - Almont,NF,mid may-mid sep,10,11017,NH ND 16ft VT DW NS NR L$ ,CO
