"rank_top500","rank_top1000","place_id","name","owner","owner_name","designation","acres","eco_id","eco_name","states","facets","veg","footprint","landscape_score","national_rank","ecoregion_rank"
NULL,"484","237","Nopah Range Wilderness - Barstow Field Office","BLM","Bureau of Land Management","National Public Lands
","107017","17094","Mojave Desert","CA, NV","33","22","0.004","53.84",844,13
NULL,"485","404","Fox Range - Black Rock Field Office","BLM","Bureau of Land Management","Wilderness Study Area","75734","17093","Great Basin","NV","72","23","0.003","53.65",885,18
"400","486","6753","Elk State Forest - Quehanna Wild Area","SNR","PA Bureau of Forestry","State Forest","21319","17010","High Allegheny Plateau","PA","17","16","0.020","53.18",999,8
"401","487","402","Calico Mountains - Black Rock Field Office","BLM","Bureau of Land Management","National Public Lands
","64964","17092","Columbia Plateau","NV","50","28","0.004","52.86",1081,14
"402","488","7078","Baraga State Forest Area","SNR","Michigan Department of Natural Resources","State Conservation Area","8046","17009","Great Lakes","MI","28","23","0.005","52.58",1173,7
"403","489","5064","Cranberry Wildlife Management Area - Monongahela NF","FED","USDA Forest Service","National Forest","91480","17006","Central Appalachian Forest","WV","25","19","0.074","51.87",1353,23
"404","490","7909","Buryanek Game Production Area","SFW","State Fish and Wildlife","State Conservation Area","4657","17069","Dakota Mixed-Grass Prairie","SD","16","13","0.076","51.76",1392,4
NULL,"491","983","Hoodoo - Colville National Forest","UFS","US Forest Service","Inventoried Roadless Area","7142","17040","Okanagan","WA","26","18","0.031","51.67",1425,20
"405","492","3834","South Kalmiopsis - Siskiyou National Forest","UFS","US Forest Service","Inventoried Roadless Area","99899","17035","Klamath Mountains","CA, OR","23","26","0.030","51.48",1506,14
NULL,"493","1372","Gearhart Mountain Wilderness - Fremont National Forest","UFS","US Forest Service","National Forest","21688","17031","East Cascades - Modoc Plateau","OR","30","27","0.006","50.82",1743,21
"406","494","4068","Ten Thousand Islands National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","12078","17101","Tropical Florida","FL","7","15","0.117","50.68",1808,6
"407","495","3679","Greenhorn Creek - Sequoia National Forest","UFS","US Forest Service","Inventoried Roadless Area","28080","17087","Great Central Valley","CA","30","21","0.098","50.04",2071,11
NULL,"496","1219","Jacumba Wilderness - El Centro Field Office","BLM","Bureau of Land Management","National Public Lands
","27828","17086","California South Coast","CA","25","13","0.017","49.34",2392,33
NULL,"497","5711","Chincoteague National Wildlife Refuge","FED","US Fish and Wildlife Service","National Wildlife Refuge","8322","17007","Chesapeake Bay Lowlands","MD, VA","7","16","0.077","49.21",2460,5
NULL,"498","2337","LOWER GILA TERRACES AND HISTORIC TRAILS ACEC - Lower Sonoran Field Office","BLM","Bureau of Land Management","Area of Critical Environmental Concern","62352","17095","Sonoran Desert","AZ","27","16","0.097","48.93",2593,31
NULL,"499","3914","Jornada del Muerto - Socorro Field Office","BLM","Bureau of Land Management","Wilderness Study Area","26726","17090","Chihuahuan Desert","NM","21","15","0.007","48.04",3014,16
NULL,"500","5951","Apalachicola River Water Management Area","REG","Northwest Florida Water Management District","Watershed Protection Area","36222","17032","East Gulf Coastal Plain","FL","14","20","0.077","46.98",3490,6
NULL,"501","5435","Apishapa","SFW","Colorado Division of Wildlife","State Conservation Area","11502","17066","Central Shortgrass Prairie","CO","13","15","0.058","46.83",3543,8
NULL,"502","7013","Black Hills National Forest - Pactola Reservoir","JNT","Bureau of Reclamation & US Forest Service","National Forest","3515","17028","Black Hills","SD","13","10","0.149","46.57",3646,8
NULL,"503","5276","Belle W. Baruch Institute for Marine and Coastal Sciences","STA","University of South Carolina",NULL,"12204","17036","Mid-Atlantic Coastal Plain","SC","8","21","0.113","46.51",3669,14
NULL,"504","6305","Sunklands Conservation Area","UNK","Unknown","State Conservation Area","27547","17018","Ozarks","MO","16","10","0.086","46.22",3782,21
NULL,"505","6488","Kenneth Dubuque Memorial State Forest","SPR","DCR - Division of State Parks and Recreation","State Forest","4518","17012","Lower New England / Northern Piedmont","MA","16","28","0.133","45.14",4175,6
NULL,"506","1452","Mountain Plover - Glasgow Field Office","BLM","Bureau of Land Management","Area of Critical Environmental Concern","24762","17072","Northern Great Plains Steppe","MT","18","14","0.049","44.69",4310,35
NULL,"507","8060","McCurtain County Wilderness Area","SDC","Department of Wildlife Conservation","State Conservation Area","13918","17017","Ouachita Mountains","OK","15","9","0.077","44.61",4341,12
NULL,"508","6682","Camp Beauregard Wildlife Management Area","SNR","State Department of Natural Resources","State Conservation Area","12606","17050","West Gulf Coastal Plain","LA","9","17","0.196","44.03",4511,9
NULL,"509","7955","Carmelee State Wildlife Management Area","SNR","Minnesota Department of Natural Resources","State Conservation Area","3907","17073","Northern Tallgrass Prairie","MN","6","14","0.078","43.66",4615,6
NULL,"510","5574","Fall Creek Falls","SDC","Tennessee Department of Environment and Conservation","State Park","25592","17008","Cumberlands And Southern Ridge And Valley","TN","31","7","0.168","42.74",4835,26
NULL,"511","4943","Lovewell Wildlife Area","SFW","State Fish and Wildlife","State Conservation Area","4067","17065","Central Mixed-Grass Prairie","KS","10","12","0.123","42.43",4910,9
NULL,"512","7042","Mason Mountain Wildlife Management Area","SPR","Texas Parks and Wildlife Department","State Conservation Area","5307","17070","Edwards Plateau","TX","20","10","0.130","42.38",4920,4
NULL,"513","660","Caprock Canyons State Park","SPR","Texas Parks and Wildlife Department","State Park","13966","17075","Southern Shortgrass Prairie","TX","18","13","0.081","42.27",4952,6
NULL,"514","6375","Camp Blanding Military Reservation","STA","FL Dept. of Military Affairs",NULL,"71599","17044","South Atlantic Coastal Plain","FL","15","24","0.223","41.85",5035,31
NULL,"515","6621","Wilson Hill Wma","SDC","NYS Department of Environmental Conservation","Wildlife Management Area","4039","17022","St. Lawrence - Champlain Valley","NY","14","19","0.311","41.40",5135,9
NULL,"516","3928","South Mountains State Park Dedicated Nature Preserve - South Mountains State Park","SPR","NC DENR, Division of Parks and Recreation","State Park","13626","17019","Piedmont","NC","17","8","0.122","40.82",5247,4
NULL,"517","7911","Pool 5 (Ark. Rv) Recreation Area","UNK","Unknown","Recreation Area","4762","17046","Upper West Gulf Coastal Plain","AR","20","9","0.148","40.82",5251,12
NULL,"518","7305","Big Lake","SFW","State Fish and Wildlife","State Recreation Area","10803","17013","Mississippi River Alluvial Plain","AR, MO","7","8","0.060","40.68",5273,20
NULL,"519","7006","Clark State Forest","SNR","Indiana DNR, Forestry Division","State Resource Management Area","23672","17011","Interior Low Plateau","IN","30","12","0.308","40.57",5288,22
NULL,"520","6811","Babcock Ranch Preserve","STL","Trustees of the Internal Improvement Trust Fund","Private Conservation","70355","17033","Florida Peninsula","FL","7","16","0.159","40.15",5373,21
NULL,"521","4446","Upper Mississippi River National Wildlife And Fish Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","29389","17020","Prairie-Forest Border","IL, MN, WI","24","15","0.261","39.91",5418,13
NULL,"522","5070","Kaw Wildlife Management Area","SDC","Department of Wildlife Conservation","State Conservation Area","7433","17074","Osage Plains/Flint Hills Prairie","OK","11","7","0.159","39.84",5428,6
NULL,"523","5171","Stonewall Jackson Lake Wildlife Management Area","FED","Army Corps of Engineers","Wildlife Management Area","18399","17025","Western Allegheny Plateau","WV","17","5","0.165","38.45",5648,37
NULL,"524","320","Big Boggy National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","4188","17063","Gulf Coast Prairies And Marshes","TX","2","9","0.083","38.19",5700,11
NULL,"525","621","Caddo National Grassland","UFS","US Forest Service",NULL,"10772","17068","Crosstimbers And Southern Tallgrass Prairie","TX","24","5","0.160","37.61",5796,3
NULL,"526","6218","Lowndes Wildlife Management Area","SFW","State Fish and Wildlife","State Conservation Area","5211","17024","Upper East Gulf Coastal Plain","AL","12","12","0.167","37.41",5826,16
NULL,"527","4950","Rathbun Recreation Area","UNK","Unknown","Recreation Area","11549","17067","Central Tallgrass Prairie","IA","9","10","0.219","35.89",6014,26
NULL,"528","6239","Pigeon River Fish And Wildlife Area","SFW","Indiana DNR, Fish and Wildlife Division","State Conservation Area","5467","17015","North Central Tillplain","IN","9","15","0.327","31.73",6493,12
NULL,"529","2614","Boulder River - Mt. Baker National Forest","UFS","US Forest Service","Inventoried Roadless Area","26813","17039","North Cascades","WA","42","20","0.073","63.01",79,16
NULL,"530","1178","Long Neck Mesa / Steep Creek / Oak Creek - Steep Creek / Oak - Dixie National Forest","UFS","US Forest Service","Inventoried Roadless Area","55470","17047","Utah High Plateaus","UT","45","33","0.027","61.61",112,14
NULL,"531","1000","Chiricahua - Coronado National Forest","UFS","US Forest Service","Inventoried Roadless Area","68801","17088","Apache Highlands","AZ","34","25","0.027","60.53",148,15
NULL,"532","1796","South Sierra - Inyo National Forest","UFS","US Forest Service","Inventoried Roadless Area","39270","17043","Sierra Nevada","CA","66","30","0.058","59.82",172,21
"408","533","1554","Raggeds Wilderness - Gunnison National Forest","UFS","US Forest Service","National Forest","48147","17045","Southern Rocky Mountains","CO","40","34","0.004","59.63",183,5
NULL,"534","5632","Lake George Wild Forest","SDC","NYS Department of Environmental Conservation","State Forest","20582","17016","Northern Appalachian / Acadian","NY","25","36","0.116","59.26",207,26
"409","535","1130","West - South Bachelor - Deschutes National Forest","UFS","US Forest Service","Inventoried Roadless Area","24929","17049","West Cascades","OR","61","35","0.036","59.24",210,6
"410","536","3271","Ignacio Chavez - Rio Puerco Field Office","BLM","Bureau of Land Management","Wilderness Study Area","32187","17027","Arizona-New Mexico Mountains","NM","65","23","0.004","57.73",314,7
"411","537","2304","Machesna Mountain Wilderness - Los Padres National Forest","UFS","US Forest Service","National Forest","16576","17085","California Central Coast","CA","25","20","0.015","56.70",392,14
"412","538","3156","Blowout Penstemon ACEC - Rawlins Field Office","BLM","Bureau of Land Management","Area of Critical Environmental Concern","20850","17097","Wyoming Basins","WY","58","27","0.052","56.26",432,6
"413","539","2959","Cottontail Point/Pilot Peak - Payette National Forest","UFS","US Forest Service","Inventoried Roadless Area","92203","17037","Middle Rockies - Blue Mountains","ID","83","27","0.032","56.19",446,18
"414","540","2504","Thatcher - Mendocino National Forest","UFS","US Forest Service",NULL,"13856","17029","California North Coast","CA","33","18","0.006","55.78",502,7
"415","541","118","Arches National Park","NPS","National Park Service","National Park","76940","17091","Colorado Plateau","UT","47","29","0.019","55.64",522,22
"416","542","175","High Uintas Wilderness - Ashley National Forest","UFS","US Forest Service","National Forest","271446","17048","Utah-Wyoming Rocky Mountains","UT","56","29","0.003","55.31",567,22
NULL,"543","7709","Bowstring State Forest","SNR","Minnesota Department of Natural Resources","State Resource Management Area","18924","17023","Superior Mixed Forest","MN","22","20","0.054","54.64",683,23
NULL,"544","3949","Big Creek - St. Joe National Forest","UFS","US Forest Service","Inventoried Roadless Area","69555","17030","Canadian Rocky Mountains","ID","29","23","0.003","54.38",728,18
"417","545","4237","Kawich - Tonopah Field Office","BLM","Bureau of Land Management","Wilderness Study Area","68387","17093","Great Basin","NV","60","28","0.001","54.36",735,12
"418","546","4241","Queer Mountain - Tonopah Field Office","BLM","Bureau of Land Management","Wilderness Study Area","85063","17094","Mojave Desert","NV","34","22","0.000","54.25",751,11
NULL,"547","985","Profanity - Colville National Forest","UFS","US Forest Service","Inventoried Roadless Area","28542","17040","Okanagan","WA","26","21","0.019","53.81",852,13
NULL,"548","800","Ed Jenkins - Chattahoochee National Forest","UFS","US Forest Service","National Recreation Area","16116","17021","Southern Blue Ridge","GA","17","10","0.090","52.67",1149,40
"419","549","3695","Woolstaff - Sequoia National Forest","UFS","US Forest Service","Inventoried Roadless Area","37530","17087","Great Central Valley","CA","31","23","0.075","52.42",1215,4
NULL,"550","5755","State Game Land 013","SFW","PA Game Commission","State Land","50646","17010","High Allegheny Plateau","PA","17","20","0.087","51.47",1513,14
"420","551","4617","Devils Gulch - Wenatchee National Forest","UFS","US Forest Service","Inventoried Roadless Area","24418","17031","East Cascades - Modoc Plateau","WA","55","22","0.014","51.20",1607,17
NULL,"552","3828","North Kalmiopsis - Siskiyou National Forest","UFS","US Forest Service","Inventoried Roadless Area","84653","17035","Klamath Mountains","OR","25","24","0.026","51.20",1606,18
NULL,"553","3501","Santa Rosa And San Jacinto - San Bernardino National Forest","UFS","US Forest Service",NULL,"19446","17086","California South Coast","CA","56","26","0.200","50.97",1685,19
NULL,"554","1205","Twin Peaks Wilderness Study Area - Eagle Lake Field Office","BLM","Bureau of Land Management","Wilderness Study Area","90625","17092","Columbia Plateau","CA, NV","41","24","0.003","50.77",1771,34
NULL,"555","5461","Bald Eagle State Forest","SNR","PA Bureau of Forestry","State Forest","180802","17006","Central Appalachian Forest","PA","46","16","0.195","50.50",1877,38
"421","556","6018","Sand Flats State Forest","SDC","NYS Department of Environmental Conservation","State Forest","2532","17022","St. Lawrence - Champlain Valley","NY","14","21","0.173","50.18",2022,4
NULL,"557","2839","South Quinault - Olympic National Forest","UFS","US Forest Service","Inventoried Roadless Area","8719","17041","Pacific Northwest Coast","WA","26","16","0.065","49.84",2163,14
NULL,"558","2926","Palen/McCoy Wilderness - Palm Springs/S. Coast Field Office","BLM","Bureau of Land Management","National Public Lands
","236218","17095","Sonoran Desert","CA","17","11","0.004","49.10",2502,29
NULL,"559","7906","Chinati Mountains State Natural Area - Chinati Mountains","SPR","Texas Parks and Wildlife Department","State Conservation Area","37500","17090","Chihuahuan Desert","TX","25","19","0.036","48.59",2743,13
NULL,"560","1053","Crocodile Lake National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","5525","17101","Tropical Florida","FL","7","13","0.147","47.56",3224,11
NULL,"561","7590","Pigeon River Country State Forest Area","SNR","Michigan Department of Natural Resources","State Conservation Area","102451","17009","Great Lakes","MI","15","23","0.051","47.35",3333,29
NULL,"562","5976","Suggs Mill Pond Game Land Dedicated Nature Preserve - Suggs Mill Pond Game Land","SFW","NC Wildlife Resources Commission","State Recreation Area","9346","17036","Mid-Atlantic Coastal Plain","NC","17","11","0.096","47.30",3354,9
NULL,"563","6321","Current River Conservation Area","UNK","Unknown","State Conservation Area","28789","17018","Ozarks","MO","15","10","0.087","45.77",3949,25
NULL,"564","1074","Tongue River Breaks - Custer National Forest","UFS","US Forest Service","Inventoried Roadless Area","16938","17072","Northern Great Plains Steppe","MT","34","12","0.065","45.38",4092,31
NULL,"565","2861","Black Fork Mountain Wilderness - Ouachita National Forest","UFS","US Forest Service","National Forest","13347","17017","Ouachita Mountains","AR, OK","14","10","0.067","45.33",4110,8
NULL,"566","6547","Sicily Island Hills Wildlife Management Area","SFW","State Fish and Wildlife","State Conservation Area","7489","17013","Mississippi River Alluvial Plain","LA","19","17","0.103","44.52",4375,4
NULL,"567","2141","Las Vegas National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","8711","17075","Southern Shortgrass Prairie","NM","16","19","0.087","43.53",4646,4
NULL,"568","6930","State Game Land 120","SFW","PA Game Commission","State Land","7254","17025","Western Allegheny Plateau","PA","17","14","0.156","43.38",4672,10
NULL,"569","6292","Pueblo","SFW","Colorado Division of Wildlife","State Conservation Area","7409","17066","Central Shortgrass Prairie","CO","13","22","0.188","43.37",4675,10
NULL,"570","956","Colorado Bend State Park","SPR","Texas Parks and Wildlife Department","State Park","4749","17070","Edwards Plateau","TX","13","12","0.105","42.84",4805,3
NULL,"571","3031","Pinhook - Pinhook Purchase Unit","UFS","US Forest Service","Inventoried Roadless Area","15276","17044","South Atlantic Coastal Plain","FL","2","14","0.058","42.75",4831,22
NULL,"572","5723","Pascagoula Wma","STA","MDWFP","Conservation Area","34914","17032","East Gulf Coastal Plain","MS","9","22","0.150","42.36",4925,30
NULL,"573","4894","Skiatook Wildlife Management Area","SDC","Department of Wildlife Conservation","State Conservation Area","7263","17074","Osage Plains/Flint Hills Prairie","OK","9","7","0.111","41.55",5104,3
NULL,"574","6339","Catoosa Wildlife Management Area","SFW","Tennessee Wildlife Resources Agency","State Conservation Area","78323","17008","Cumberlands And Southern Ridge And Valley","TN","17","11","0.143","41.51",5115,35
NULL,"575","5232","Yellow River State Forest","SNR","Iowa Department of Natural Resources","State Resource Management Area","5403","17020","Prairie-Forest Border","IA","24","13","0.216","41.39",5137,12
NULL,"576","5719","Fairmount Wma","SNR","MD Department of Natural Resources","Wildlife Management Area","2815","17007","Chesapeake Bay Lowlands","MD","8","9","0.174","41.34",5143,13
NULL,"577","6467","Cimarron Bluff Wildlife Management Area","SDC","Department of Wildlife Conservation","State Conservation Area","3631","17065","Central Mixed-Grass Prairie","OK","7","11","0.116","41.28",5153,12
NULL,"578","5032","Pennyrile State Forest","SDC","Kentucky Division of Forestry","State Resource Management Area","13767","17011","Interior Low Plateau","KY","15","8","0.150","41.25",5160,18
NULL,"579","7214","Capital District Wma","SDC","NYS Department of Environmental Conservation","Wildlife Management Area","5523","17012","Lower New England / Northern Piedmont","NY","15","32","0.226","41.10",5187,18
NULL,"580","4954","Battle Mountain Game Production Area","SFW","State Fish and Wildlife","State Conservation Area","3066","17028","Black Hills","SD","16","8","0.250","40.92",5227,9
NULL,"581","3073","Pond Creek National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","24744","17046","Upper West Gulf Coastal Plain","AR","7","14","0.128","40.46",5309,14
NULL,"582","3731","Delamere - Sheyenne National Grassland","UFS","US Forest Service","Inventoried Roadless Area","5030","17073","Northern Tallgrass Prairie","ND","5","9","0.092","40.29",5348,17
NULL,"583","5924","State-owned Submerged Lands - Millers Ferry Lock Recreation Area","STA","Unknown & State of Alabama",NULL,"4788","17024","Upper East Gulf Coastal Plain","AL","18","9","0.126","39.72",5451,6
NULL,"584","3160","Red River National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","3098","17050","West Gulf Coastal Plain","LA","6","9","0.169","38.96",5565,12
NULL,"585","5191","Withlacoochee State Forest","STL","Trustees of the Internal Improvement Trust Fund","State Resource Management Area","47140","17033","Florida Peninsula","FL","20","15","0.285","37.12",5858,41
NULL,"586","7119","Rathbun Wildlife Management Area - Rathbun Recreation Area","ACE","Unknown & Army Corps of Engineers","State Conservation Area","7685","17067","Central Tallgrass Prairie","IA","9","9","0.189","37.04",5872,22
NULL,"587","2800","CEDAR CREEK WMA - Oconee National Forest","UFS","US Forest Service","National Forest","36740","17019","Piedmont","GA","9","5","0.154","35.54",6058,23
NULL,"588","179","Attwater Prairie Chicken National Wildlife Refuge","FWS","U.S. Fish & Wildlife Service","National Wildlife Refuge","9280","17063","Gulf Coast Prairies And Marshes","TX","6","7","0.151","35.01",6111,16
NULL,"589","6665","Pipestem Recreation Area","UNK","Unknown","Recreation Area","7499","17069","Dakota Mixed-Grass Prairie","ND","9","12","0.310","34.71",6154,14
NULL,"590","7538","Keystone Wildlife Management Area","SDC","Department of Wildlife Conservation","State Conservation Area","11008","17068","Crosstimbers And Southern Tallgrass Prairie","OK","20","11","0.274","32.32",6433,17
NULL,"591","7389","Sharonville State Game Area","SNR","Michigan Department of Natural Resources","State Conservation Area","4241","17015","North Central Tillplain","MI","14","14","0.356","31.31",6529,14
NULL,"592","3890","Eagle Rock - Snoqualmie National Forest","UFS","US Forest Service",NULL,"32526","17039","North Cascades","WA","31","24","0.080","62.03",98,19
"422","593","55","Lower San Francisco - Apache National Forest","UFS","US Forest Service","Inventoried Roadless Area","59305","17088","Apache Highlands","AZ","34","27","0.037","60.86",135,12
NULL,"594","4644","E. Douglas Creek/Soldier Creek ACEC - White River Field Office","BLM","Bureau of Land Management","Area of Critical Environmental Concern","46345","17047","Utah High Plateaus","CO","54","30","0.046","60.35",152,21
NULL,"595","5868","Blue Ridge Wilderness","SDC","NYS Department of Environmental Conservation","State Forest","47319","17016","Northern Appalachian / Acadian","NY","21","27","0.016","59.09",225,29
"423","596","137","Paiute (North) - Arizona Strip Field Office","BLM","Bureau of Land Management","National Public Lands
","51853","17094","Mojave Desert","AZ","38","31","0.008","57.77",309,3
NULL,"597","190","Domeland Wilderness - Bakersfield Field Office","BLM","Bureau of Land Management","National Public Lands
","37358","17043","Sierra Nevada","CA","65","19","0.016","57.66",320,30
NULL,"598","4673","Flat Tops Wilderness - White River National Forest","UFS","US Forest Service","National Forest","192661","17045","Southern Rocky Mountains","CO","35","30","0.003","57.21",349,20
"424","599","3793","Washakie Wilderness - Shoshone National Forest","UFS","US Forest Service","National Forest","686755","17048","Utah-Wyoming Rocky Mountains","WY","43","33","0.004","55.43",551,19
NULL,"600","1399","Dark Divide - Gifford Pinchot National Forest","UFS","US Forest Service","Inventoried Roadless Area","46049","17049","West Cascades","WA","56","23","0.011","54.87",633,13
NULL,"601","295","Lee Metcalf Wilderness - Beaverhead National Forest","UFS","US Forest Service","National Forest","101914","17037","Middle Rockies - Blue Mountains","MT","57","27","0.010","54.81",645,34
NULL,"602","5676","Stillwater State Forest","SNR","Montana State Trust Lands","State Resource Management Area","80385","17030","Canadian Rocky Mountains","MT","48","24","0.044","54.75",657,16
NULL,"603","3625","Savanna Portage State Park","SNR","Minnesota Department of Natural Resources","State Park","15163","17023","Superior Mixed Forest","MN","20","19","0.033","54.58",698,24
NULL,"604","810","Southern Nantahala Wilderness - Chattahoochee National Forest","UFS","US Forest Service","National Forest","11591","17021","Southern Blue Ridge","GA, NC","21","10","0.110","54.42",720,22
"425","605","6591","South Dakota Game Fish and Parks - Wildlife Division","STA","South Dakota Game Fish and Parks - Wildlife Division","State Park","2962","17028","Black Hills","SD","16","15","0.115","54.17",770,5
NULL,"606","528","Bryce Canyon National Park","NPS","National Park Service","National Park","35915","17091","Colorado Plateau","UT","54","29","0.067","53.93",820,37
NULL,"607","2309","Mono - Los Padres National Forest","UFS","US Forest Service","Inventoried Roadless Area","27917","17085","California Central Coast","CA","27","20","0.075","53.85",842,20
NULL,"608","7080","Red Rim-Grizzly Wildlife Habitat Management Area - Rawlins Field Office","JNT","Bureau of Land Management & State of Wyoming","National Public Lands","26220","17097","Wyoming Basins","WY","21","32","0.045","53.77",867,11
NULL,"609","1702","Mt. Moriah Wilderness - Humboldt National Forest","UFS","US Forest Service","National Forest","69168","17093","Great Basin","NV","44","30","0.001","53.54",902,19
NULL,"610","1241","El Malpais National Mounument","NPS","National Park Service","Wilderness Study Area","93815","17027","Arizona-New Mexico Mountains","NM","38","22","0.002","53.17",1000,28
"426","611","4602","Watoga State Park","STA","WV Division of Natural Resources","State Park","10167","17006","Central Appalachian Forest","WV","24","17","0.036","52.79",1113,15
NULL,"612","2822","South Ridge - Okanogan National Forest","UFS","US Forest Service","Inventoried Roadless Area","6149","17040","Okanagan","WA","25","24","0.061","52.75",1127,17
NULL,"613","2832","Lightning - Olympic National Forest","UFS","US Forest Service","Inventoried Roadless Area","7105","17041","Pacific Northwest Coast","WA","24","17","0.018","52.65",1156,11
"427","614","1722","Santa Rosa - Humboldt National Forest","UFS","US Forest Service","Inventoried Roadless Area","54340","17092","Columbia Plateau","NV","59","32","0.045","52.65",1155,17
NULL,"615","112","King Range Wilderness - Arcata Field Office","BLM","Bureau of Land Management","National Public Lands
","41755","17029","California North Coast","CA","28","15","0.029","51.82",1362,26
NULL,"616","6407","Delaware Water Gap","FED","US National Park Service","National Park","30659","17010","High Allegheny Plateau","NJ, PA","34","22","0.241","50.86",1735,22
"428","617","4984","Holey Land Wildlife Management Area","STL","Trustees of the Internal Improvement Trust Fund","State Conservation Area","34929","17101","Tropical Florida","FL","3","14","0.042","50.16",2028,7
NULL,"618","213","Bighorn Mountain Wilderness - Barstow Field Office","BLM","Bureau of Land Management","National Public Lands
","26531","17086","California South Coast","CA","28","13","0.013","49.98",2099,27
NULL,"619","2345","Woolsey Peak - Lower Sonoran Field Office","BLM","Bureau of Land Management","National Public Lands
","64866","17095","Sonoran Desert","AZ","19","12","0.008","49.84",2162,22
"429","620","3921","Stallion - Socorro Field Office","BLM","Bureau of Land Management","Wilderness Study Area","23799","17090","Chihuahuan Desert","NM","17","22","0.011","49.75",2209,8
NULL,"621","1200","Eagle Lake Basin - Eagle Lake Field Office","BLM","Bureau of Land Management","Area of Critical Environmental Concern","27550","17031","East Cascades - Modoc Plateau","CA","38","23","0.022","49.42",2361,29
NULL,"622","4639","Whiskeytown-Shasta-Trinity National Recreation Area","NPS","National Park Service","National Recreation Area","42117","17035","Klamath Mountains","CA","30","22","0.071","48.65",2710,32
NULL,"623","2851","Mccormick Wilderness - Ottawa National Forest","UFS","US Forest Service","National Forest","15754","17009","Great Lakes","MI","11","20","0.002","48.21",2927,18
NULL,"624","6086","State Game Land 331","SFW","PA Game Commission","State Land","5260","17025","Western Allegheny Plateau","PA","17","17","0.104","47.70",3170,3
NULL,"625","2433","Irish Wilderness - Mark Twain National Forest","UFS","US Forest Service","National Forest","16416","17018","Ozarks","MO","14","8","0.042","46.82",3547,14
NULL,"626","5291","Grassland Reserve Program - Prairie Canyonlands","NGO","The Nature Conservancy","Grassland Reserve Program","5477","17066","Central Shortgrass Prairie","CO","12","14","0.055","46.29",3749,9
NULL,"627","7410","Mount Kearsarge State Forest","STA","NH Department of Resources & Economic Development","State Forest","3893","17012","Lower New England / Northern Piedmont","NH","16","31","0.138","45.86",3912,4
NULL,"628","4960","Saxis Wildlife Management Area","SFW","VA Dept of Wildlife Resources","Wildlife Management Area","3415","17007","Chesapeake Bay Lowlands","VA","11","9","0.140","45.85",3922,6
NULL,"629","1031","Coyote Creek State Park","SPR","State Park & Recreation","State Park","7306","17075","Southern Shortgrass Prairie","NM","29","18","0.083","45.60",4015,3
NULL,"630","2868","Poteau Mountain Wilderness - Ouachita National Forest","UFS","US Forest Service","National Forest","11141","17017","Ouachita Mountains","AR","15","10","0.088","44.49",4382,13
NULL,"631","7745","Wee Tee State Forest","STL","South Carolina Forestry Commission","State Conservation Area","10401","17036","Mid-Atlantic Coastal Plain","SC","8","10","0.066","44.17",4470,25
NULL,"632","5777","Calcasieu River","SFW","State Fish and Wildlife","State Conservation Area","8144","17050","West Gulf Coastal Plain","LA","7","15","0.152","44.12",4483,8
NULL,"633","1059","Cumberland Gap National Historical Park","NPS","National Park Service","Historic or Cultural Area","14183","17008","Cumberlands And Southern Ridge And Valley","KY, TN, VA","35","13","0.213","44.02",4513,20
NULL,"634","3167","Sacramento River/Bend Area - Redding Field Office","BLM","Bureau of Land Management","Area of Critical Environmental Concern","15648","17087","Great Central Valley","CA","17","15","0.114","43.73",4589,19
NULL,"635","2215","Bullion Butte - Little Missouri National Grassland","UFS","US Forest Service","Inventoried Roadless Area","19427","17072","Northern Great Plains Steppe","ND","21","16","0.090","43.66",4612,43
NULL,"636","6731","Yellowwood State Forest","SNR","Indiana DNR, Forestry Division","State Conservation Area","8807","17011","Interior Low Plateau","IN","27","7","0.189","43.31",4694,12
NULL,"637","5714","CHICKASAWHATCHEE WMA - Chickasawhatchee Wildlife Management Area","SNR","Georgia Department of Natural Resources","State Conservation Area","19538","17032","East Gulf Coastal Plain","GA","9","11","0.059","43.06",4754,28
NULL,"638","5133","Lower Wisconsin State Riverway","SNR","Wisconsin Department of Natural Resources","State Conservation Area","3693","17020","Prairie-Forest Border","WI","25","11","0.181","42.62",4861,9
NULL,"639","7636","TUCKAHOE WMA - Tuckahoe Wildlife Management Area","SNR","Georgia Department of Natural Resources","State Conservation Area","11201","17044","South Atlantic Coastal Plain","GA, SC","7","13","0.083","42.50",4892,23
NULL,"640","6459","Jay V. Wessels","SFW","State Fish and Wildlife","State Conservation Area","3094","17073","Northern Tallgrass Prairie","ND","7","11","0.083","42.40",4915,12
NULL,"641","6747","Cottonwood/steverson Wildlife Management Area","SFW","Nebraska Game and Parks Commission","State Conservation Area","2907","17065","Central Mixed-Grass Prairie","NE","9","9","0.092","42.21",4973,11
